# 1, 150g, 52428800, false, read
size, 0, 0
read, 0, 531431
network, 0, 63434
read, 1, 542412
network, 1, 61221
read, 2, 539600
network, 2, 61257
read, 3, 550562
network, 3, 61269
read, 4, 552093
network, 4, 61270
read, 5, 520445
network, 5, 61411
read, 6, 518243
network, 6, 61416
read, 7, 508495
network, 7, 61119
read, 8, 507403
network, 8, 61056
read, 9, 497036
network, 9, 61004
read, 10, 494637
network, 10, 61250
read, 11, 490037
network, 11, 61400
read, 12, 486798
network, 12, 61223
read, 13, 476679
network, 13, 61267
read, 14, 469567
network, 14, 61388
read, 15, 462903
network, 15, 61223
read, 16, 454407
network, 16, 61469
read, 17, 460978
network, 17, 61243
read, 18, 442548
network, 18, 61243
read, 19, 431620
network, 19, 61251
read, 20, 427843
network, 20, 61299
read, 21, 417661
network, 21, 61133
read, 22, 406892
network, 22, 61071
read, 23, 397725
network, 23, 60963
read, 24, 387851
network, 24, 61049
read, 25, 376107
network, 25, 61211
read, 26, 363696
network, 26, 61418
read, 27, 357178
network, 27, 61043
read, 28, 354434
network, 28, 61226
read, 29, 354670
network, 29, 61303
cmd-read, 0, 15622985
