1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.10554 s, 498 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.86749 s, 366 MB/s
2015-08-31 16:52:37.859701
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.65066 s, 396 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.9457 s, 356 MB/s
2015-08-31 16:52:44.914413
w, s, s, 1048576, 1, 0, 337.137371
w, s, r, 1048576, 1, 0, 394.951719
r, s, s, 1048576, 1, 0, 315.921672
r, s, r, 1048576, 1, 0, 289.496092
w, s, s, 1048576, 1, 0, 386.147556
w, s, r, 1048576, 1, 0, 394.298704
r, s, s, 1048576, 1, 0, 300.649195
r, s, r, 1048576, 1, 0, 279.013403
w, s, s, 10485760, 1, 0, 372.990401
w, s, r, 10485760, 1, 0, 386.266266
r, s, s, 10485760, 1, 0, 292.708531
r, s, r, 10485760, 1, 0, 286.646181
w, s, s, 10485760, 1, 0, 376.501673
w, s, r, 10485760, 1, 0, 382.356941
r, s, s, 10485760, 1, 0, 270.628182
r, s, r, 10485760, 1, 0, 273.913091
w, s, s, 1048576, 1, 1, 364.387092
w, s, r, 1048576, 1, 1, 370.999888
r, s, s, 1048576, 1, 1, 335.481034
r, s, r, 1048576, 1, 1, 335.294270
w, s, s, 1048576, 1, 1, 374.683917
w, s, r, 1048576, 1, 1, 367.557793
r, s, s, 1048576, 1, 1, 335.237506
r, s, r, 1048576, 1, 1, 333.032627
w, s, s, 10485760, 1, 1, 402.527994
w, s, r, 10485760, 1, 1, 409.969027
r, s, s, 10485760, 1, 1, 414.827350
r, s, r, 10485760, 1, 1, 408.225749
w, s, s, 10485760, 1, 1, 400.442093
w, s, r, 10485760, 1, 1, 407.055165
r, s, s, 10485760, 1, 1, 420.610067
r, s, r, 10485760, 1, 1, 417.716205
r, a, s, 1048576, 1, 0, 305.413869
r, a, r, 1048576, 1, 0, 283.789348
r, a, s, 1048576, 1, 0, 298.475152
r, a, r, 1048576, 1, 0, 282.692943
r, a, s, 1048576, 15, 0, 314.196153
r, a, r, 1048576, 15, 0, 270.569243
r, a, s, 1048576, 15, 0, 314.148736
r, a, r, 1048576, 15, 0, 276.626515
r, a, s, 1048576, 31, 0, 305.282434
r, a, r, 1048576, 31, 0, 275.313279
r, a, s, 1048576, 31, 0, 333.257628
r, a, r, 1048576, 31, 0, 278.754782
r, a, s, 1048576, 62, 0, 312.416531
r, a, r, 1048576, 62, 0, 274.186527
r, a, s, 1048576, 62, 0, 314.435116
r, a, r, 1048576, 62, 0, 275.503736
r, a, s, 10485760, 1, 0, 303.087050
r, a, r, 10485760, 1, 0, 299.171989
r, a, s, 10485760, 1, 0, 310.792270
r, a, r, 10485760, 1, 0, 301.091230
r, a, s, 10485760, 15, 0, 305.979802
r, a, r, 10485760, 15, 0, 291.724207
r, a, s, 10485760, 15, 0, 297.942043
r, a, r, 10485760, 15, 0, 294.390690
r, a, s, 10485760, 31, 0, 300.339061
r, a, r, 10485760, 31, 0, 291.952976
r, a, s, 10485760, 31, 0, 301.781668
r, a, r, 10485760, 31, 0, 290.901031
r, a, s, 10485760, 62, 0, 290.027910
r, a, r, 10485760, 62, 0, 281.923758
r, a, s, 10485760, 62, 0, 287.761265
r, a, r, 10485760, 62, 0, 286.315629
r, a, s, 1048576, 1, 1, 345.874788
r, a, r, 1048576, 1, 1, 283.833876
r, a, s, 1048576, 1, 1, 347.410876
r, a, r, 1048576, 1, 1, 284.832195
r, a, s, 1048576, 15, 1, 449.213512
r, a, r, 1048576, 15, 1, 278.532955
r, a, s, 1048576, 15, 1, 455.649386
r, a, r, 1048576, 15, 1, 277.498063
r, a, s, 1048576, 31, 1, 449.887393
r, a, r, 1048576, 31, 1, 310.444649
r, a, s, 1048576, 31, 1, 475.566603
r, a, r, 1048576, 31, 1, 312.292103
r, a, s, 1048576, 62, 1, 476.462007
r, a, r, 1048576, 62, 1, 310.439415
r, a, s, 1048576, 62, 1, 476.040525
r, a, r, 1048576, 62, 1, 311.312440
r, a, s, 10485760, 1, 1, 464.945559
r, a, r, 10485760, 1, 1, 355.495398
r, a, s, 10485760, 1, 1, 465.675951
r, a, r, 10485760, 1, 1, 355.492153
r, a, s, 10485760, 15, 1, 476.516538
r, a, r, 10485760, 15, 1, 343.178608
r, a, s, 10485760, 15, 1, 475.943741
r, a, r, 10485760, 15, 1, 340.895521
r, a, s, 10485760, 31, 1, 476.200591
r, a, r, 10485760, 31, 1, 332.273504
r, a, s, 10485760, 31, 1, 476.270102
r, a, r, 10485760, 31, 1, 334.639549
r, a, s, 10485760, 62, 1, 476.116717
r, a, r, 10485760, 62, 1, 323.134399
r, a, s, 10485760, 62, 1, 475.792749
r, a, r, 10485760, 62, 1, 322.581661
