1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.04598 s, 513 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.81633 s, 372 MB/s
2016-01-12
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.5198 s, 416 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.86338 s, 366 MB/s
2016-01-12
w, s, s, 1048576, 1, 0, 382.343691
w, s, r, 1048576, 1, 0, 381.960344
r, s, s, 1048576, 1, 0, 341.024690
r, s, r, 1048576, 1, 0, 281.974717
w, s, s, 1048576, 1, 0, 366.355825
w, s, r, 1048576, 1, 0, 387.881608
r, s, s, 1048576, 1, 0, 304.441016
r, s, r, 1048576, 1, 0, 282.940730
w, s, s, 10485760, 1, 0, 361.542271
w, s, r, 10485760, 1, 0, 385.618543
r, s, s, 10485760, 1, 0, 336.301655
r, s, r, 10485760, 1, 0, 295.021207
w, s, s, 10485760, 1, 0, 364.148580
w, s, r, 10485760, 1, 0, 380.976795
r, s, s, 10485760, 1, 0, 345.311323
r, s, r, 10485760, 1, 0, 313.909479
w, s, s, 1048576, 1, 1, 346.467509
w, s, r, 1048576, 1, 1, 369.707565
r, s, s, 1048576, 1, 1, 337.093802
r, s, r, 1048576, 1, 1, 341.216710
w, s, s, 1048576, 1, 1, 357.891229
w, s, r, 1048576, 1, 1, 368.787666
r, s, s, 1048576, 1, 1, 336.709130
r, s, r, 1048576, 1, 1, 336.835523
w, s, s, 10485760, 1, 1, 401.745763
w, s, r, 10485760, 1, 1, 403.145710
r, s, s, 10485760, 1, 1, 413.319367
r, s, r, 10485760, 1, 1, 422.825762
w, s, s, 10485760, 1, 1, 402.282692
w, s, r, 10485760, 1, 1, 402.831072
r, s, s, 10485760, 1, 1, 416.642772
r, s, r, 10485760, 1, 1, 413.457920
r, a, s, 1048576, 1, 0, 332.074446
r, a, r, 1048576, 1, 0, 277.462446
r, a, s, 1048576, 1, 0, 339.543860
r, a, r, 1048576, 1, 0, 278.216809
r, a, s, 1048576, 15, 0, 361.962914
r, a, r, 1048576, 15, 0, 270.873020
r, a, s, 1048576, 15, 0, 346.452870
r, a, r, 1048576, 15, 0, 272.896790
r, a, s, 1048576, 31, 0, 350.973632
r, a, r, 1048576, 31, 0, 267.217004
r, a, s, 1048576, 31, 0, 334.803105
r, a, r, 1048576, 31, 0, 266.514922
r, a, s, 1048576, 62, 0, 354.458097
r, a, r, 1048576, 62, 0, 266.865117
r, a, s, 1048576, 62, 0, 354.590014
r, a, r, 1048576, 62, 0, 280.048106
r, a, s, 10485760, 1, 0, 304.314154
r, a, r, 10485760, 1, 0, 294.905636
r, a, s, 10485760, 1, 0, 323.894034
r, a, r, 10485760, 1, 0, 314.811348
r, a, s, 10485760, 15, 0, 335.583542
r, a, r, 10485760, 15, 0, 311.443778
r, a, s, 10485760, 15, 0, 338.146701
r, a, r, 10485760, 15, 0, 312.838098
r, a, s, 10485760, 31, 0, 296.049994
r, a, r, 10485760, 31, 0, 283.627582
r, a, s, 10485760, 31, 0, 299.072549
r, a, r, 10485760, 31, 0, 278.449433
r, a, s, 10485760, 62, 0, 280.319703
r, a, r, 10485760, 62, 0, 268.176398
r, a, s, 10485760, 62, 0, 271.826873
r, a, r, 10485760, 62, 0, 266.187007
r, a, s, 1048576, 1, 1, 331.003673
r, a, r, 1048576, 1, 1, 263.894731
r, a, s, 1048576, 1, 1, 330.317718
r, a, r, 1048576, 1, 1, 260.625282
r, a, s, 1048576, 15, 1, 437.747972
r, a, r, 1048576, 15, 1, 260.071179
r, a, s, 1048576, 15, 1, 437.149261
r, a, r, 1048576, 15, 1, 249.943340
r, a, s, 1048576, 31, 1, 423.711680
r, a, r, 1048576, 31, 1, 249.633443
r, a, s, 1048576, 31, 1, 440.818065
r, a, r, 1048576, 31, 1, 256.431620
r, a, s, 1048576, 62, 1, 438.409932
r, a, r, 1048576, 62, 1, 294.679826
r, a, s, 1048576, 62, 1, 477.461855
r, a, r, 1048576, 62, 1, 305.450020
r, a, s, 10485760, 1, 1, 465.932457
r, a, r, 10485760, 1, 1, 384.798755
r, a, s, 10485760, 1, 1, 466.858409
r, a, r, 10485760, 1, 1, 382.386795
r, a, s, 10485760, 15, 1, 477.291101
r, a, r, 10485760, 15, 1, 374.521177
r, a, s, 10485760, 15, 1, 478.420293
r, a, r, 10485760, 15, 1, 365.573719
r, a, s, 10485760, 31, 1, 477.617290
r, a, r, 10485760, 31, 1, 362.589340
r, a, s, 10485760, 31, 1, 476.890583
r, a, r, 10485760, 31, 1, 359.630002
r, a, s, 10485760, 62, 1, 476.089617
r, a, r, 10485760, 62, 1, 336.509009
r, a, s, 10485760, 62, 1, 476.212366
r, a, r, 10485760, 62, 1, 333.713106
