1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.05022 s, 511 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.76039 s, 380 MB/s
2015-11-15 00:09:25.028708
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.05472 s, 343 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.72056 s, 385 MB/s
2015-11-15 00:09:31.874844
w, s, s, 1048576, 1, 0, 398.489484
w, s, r, 1048576, 1, 0, 398.804695
r, s, s, 1048576, 1, 0, 342.535867
r, s, r, 1048576, 1, 0, 338.154069
w, s, s, 1048576, 1, 0, 391.076187
w, s, r, 1048576, 1, 0, 398.606380
r, s, s, 1048576, 1, 0, 334.953322
r, s, r, 1048576, 1, 0, 330.091133
w, s, s, 10485760, 1, 0, 384.843950
w, s, r, 10485760, 1, 0, 398.771147
r, s, s, 10485760, 1, 0, 323.741932
r, s, r, 10485760, 1, 0, 322.855915
w, s, s, 10485760, 1, 0, 388.058342
w, s, r, 10485760, 1, 0, 400.067851
r, s, s, 10485760, 1, 0, 332.646693
r, s, r, 10485760, 1, 0, 328.947454
w, s, s, 1048576, 1, 1, 408.625062
w, s, r, 1048576, 1, 1, 423.071824
r, s, s, 1048576, 1, 1, 400.291908
r, s, r, 1048576, 1, 1, 397.823414
w, s, s, 1048576, 1, 1, 424.417446
w, s, r, 1048576, 1, 1, 423.343781
r, s, s, 1048576, 1, 1, 392.038563
r, s, r, 1048576, 1, 1, 396.757032
w, s, s, 10485760, 1, 1, 453.490254
w, s, r, 10485760, 1, 1, 451.146174
r, s, s, 10485760, 1, 1, 455.883594
r, s, r, 10485760, 1, 1, 455.737980
w, s, s, 10485760, 1, 1, 448.906511
w, s, r, 10485760, 1, 1, 441.312919
r, s, s, 10485760, 1, 1, 462.837682
r, s, r, 10485760, 1, 1, 457.467825
r, a, s, 1048576, 1, 0, 331.548928
r, a, r, 1048576, 1, 0, 320.822932
r, a, s, 1048576, 1, 0, 331.608726
r, a, r, 1048576, 1, 0, 320.012283
r, a, s, 1048576, 15, 0, 326.521765
r, a, r, 1048576, 15, 0, 319.484318
r, a, s, 1048576, 15, 0, 326.287122
r, a, r, 1048576, 15, 0, 317.327672
r, a, s, 1048576, 31, 0, 328.708638
r, a, r, 1048576, 31, 0, 316.433351
r, a, s, 1048576, 31, 0, 329.027254
r, a, r, 1048576, 31, 0, 317.415349
r, a, s, 1048576, 62, 0, 327.648254
r, a, r, 1048576, 62, 0, 316.492807
r, a, s, 1048576, 62, 0, 332.090238
r, a, r, 1048576, 62, 0, 318.207815
r, a, s, 10485760, 1, 0, 325.272097
r, a, r, 10485760, 1, 0, 326.724812
r, a, s, 10485760, 1, 0, 327.643928
r, a, r, 10485760, 1, 0, 324.679260
r, a, s, 10485760, 15, 0, 326.227856
r, a, r, 10485760, 15, 0, 323.890346
r, a, s, 10485760, 15, 0, 325.103764
r, a, r, 10485760, 15, 0, 323.824811
r, a, s, 10485760, 31, 0, 321.984141
r, a, r, 10485760, 31, 0, 322.961473
r, a, s, 10485760, 31, 0, 320.585283
r, a, r, 10485760, 31, 0, 322.270965
r, a, s, 10485760, 62, 0, 318.460819
r, a, r, 10485760, 62, 0, 317.888855
r, a, s, 10485760, 62, 0, 320.557720
r, a, r, 10485760, 62, 0, 317.562307
r, a, s, 1048576, 1, 1, 393.921345
r, a, r, 1048576, 1, 1, 319.513269
r, a, s, 1048576, 1, 1, 388.271268
r, a, r, 1048576, 1, 1, 320.130991
r, a, s, 1048576, 15, 1, 462.755861
r, a, r, 1048576, 15, 1, 315.107118
r, a, s, 1048576, 15, 1, 479.134812
r, a, r, 1048576, 15, 1, 314.554799
r, a, s, 1048576, 31, 1, 476.608483
r, a, r, 1048576, 31, 1, 315.851586
r, a, s, 1048576, 31, 1, 472.546241
r, a, r, 1048576, 31, 1, 317.088009
r, a, s, 1048576, 62, 1, 468.768478
r, a, r, 1048576, 62, 1, 314.469366
r, a, s, 1048576, 62, 1, 477.423021
r, a, r, 1048576, 62, 1, 314.167834
r, a, s, 10485760, 1, 1, 466.734496
r, a, r, 10485760, 1, 1, 323.008334
r, a, s, 10485760, 1, 1, 460.415052
r, a, r, 10485760, 1, 1, 326.411462
r, a, s, 10485760, 15, 1, 469.015604
r, a, r, 10485760, 15, 1, 321.920359
r, a, s, 10485760, 15, 1, 479.285370
r, a, r, 10485760, 15, 1, 321.217853
r, a, s, 10485760, 31, 1, 477.773833
r, a, r, 10485760, 31, 1, 319.018209
r, a, s, 10485760, 31, 1, 475.513837
r, a, r, 10485760, 31, 1, 321.683913
r, a, s, 10485760, 62, 1, 469.647184
r, a, r, 10485760, 62, 1, 315.244943
r, a, s, 10485760, 62, 1, 473.183159
r, a, r, 10485760, 62, 1, 314.677299
