1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.04249 s, 513 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.7616 s, 380 MB/s
2016-01-12
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.05501 s, 343 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.7625 s, 380 MB/s
2016-01-12
w, s, s, 1048576, 1, 0, 391.895152
w, s, r, 1048576, 1, 0, 396.919044
r, s, s, 1048576, 1, 0, 312.566772
r, s, r, 1048576, 1, 0, 310.266109
w, s, s, 1048576, 1, 0, 383.888376
w, s, r, 1048576, 1, 0, 391.960889
r, s, s, 1048576, 1, 0, 378.966836
r, s, r, 1048576, 1, 0, 324.608278
w, s, s, 10485760, 1, 0, 383.554780
w, s, r, 10485760, 1, 0, 390.473693
r, s, s, 10485760, 1, 0, 338.330051
r, s, r, 10485760, 1, 0, 333.610998
w, s, s, 10485760, 1, 0, 382.510912
w, s, r, 10485760, 1, 0, 393.533674
r, s, s, 10485760, 1, 0, 324.099696
r, s, r, 10485760, 1, 0, 321.798873
w, s, s, 1048576, 1, 1, 402.149816
w, s, r, 1048576, 1, 1, 414.588782
r, s, s, 1048576, 1, 1, 396.727890
r, s, r, 1048576, 1, 1, 394.708340
w, s, s, 1048576, 1, 1, 410.093795
w, s, r, 1048576, 1, 1, 413.670492
r, s, s, 1048576, 1, 1, 390.691323
r, s, r, 1048576, 1, 1, 390.192656
w, s, s, 10485760, 1, 1, 443.591842
w, s, r, 10485760, 1, 1, 440.316434
r, s, s, 10485760, 1, 1, 450.702454
r, s, r, 10485760, 1, 1, 461.849923
w, s, s, 10485760, 1, 1, 442.957780
w, s, r, 10485760, 1, 1, 436.062107
r, s, s, 10485760, 1, 1, 454.687726
r, s, r, 10485760, 1, 1, 453.338957
r, a, s, 1048576, 1, 0, 333.494246
r, a, r, 1048576, 1, 0, 323.488927
r, a, s, 1048576, 1, 0, 333.147268
r, a, r, 1048576, 1, 0, 323.638941
r, a, s, 1048576, 15, 0, 354.089299
r, a, r, 1048576, 15, 0, 318.491128
r, a, s, 1048576, 15, 0, 333.265420
r, a, r, 1048576, 15, 0, 321.540874
r, a, s, 1048576, 31, 0, 328.278741
r, a, r, 1048576, 31, 0, 321.081521
r, a, s, 1048576, 31, 0, 335.220463
r, a, r, 1048576, 31, 0, 318.147408
r, a, s, 1048576, 62, 0, 335.462018
r, a, r, 1048576, 62, 0, 317.411819
r, a, s, 1048576, 62, 0, 328.443143
r, a, r, 1048576, 62, 0, 318.531957
r, a, s, 10485760, 1, 0, 332.813280
r, a, r, 10485760, 1, 0, 329.172787
r, a, s, 10485760, 1, 0, 331.741183
r, a, r, 10485760, 1, 0, 329.127435
r, a, s, 10485760, 15, 0, 328.133874
r, a, r, 10485760, 15, 0, 330.325077
r, a, s, 10485760, 15, 0, 325.963553
r, a, r, 10485760, 15, 0, 325.671503
r, a, s, 10485760, 31, 0, 331.602235
r, a, r, 10485760, 31, 0, 321.740443
r, a, s, 10485760, 31, 0, 328.852693
r, a, r, 10485760, 31, 0, 330.073231
r, a, s, 10485760, 62, 0, 321.124294
r, a, r, 10485760, 62, 0, 320.509510
r, a, s, 10485760, 62, 0, 321.010901
r, a, r, 10485760, 62, 0, 317.882629
r, a, s, 1048576, 1, 1, 399.296098
r, a, r, 1048576, 1, 1, 323.470538
r, a, s, 1048576, 1, 1, 394.119775
r, a, r, 1048576, 1, 1, 321.292567
r, a, s, 1048576, 15, 1, 477.332158
r, a, r, 1048576, 15, 1, 317.026255
r, a, s, 1048576, 15, 1, 481.142921
r, a, r, 1048576, 15, 1, 316.832463
r, a, s, 1048576, 31, 1, 470.702606
r, a, r, 1048576, 31, 1, 317.078646
r, a, s, 1048576, 31, 1, 481.532020
r, a, r, 1048576, 31, 1, 317.035625
r, a, s, 1048576, 62, 1, 477.143438
r, a, r, 1048576, 62, 1, 317.350796
r, a, s, 1048576, 62, 1, 470.542378
r, a, r, 1048576, 62, 1, 318.201978
r, a, s, 10485760, 1, 1, 470.271981
r, a, r, 10485760, 1, 1, 325.041239
r, a, s, 10485760, 1, 1, 463.486950
r, a, r, 10485760, 1, 1, 329.726097
r, a, s, 10485760, 15, 1, 477.138699
r, a, r, 10485760, 15, 1, 325.442262
r, a, s, 10485760, 15, 1, 481.573717
r, a, r, 10485760, 15, 1, 324.074708
r, a, s, 10485760, 31, 1, 473.860229
r, a, r, 10485760, 31, 1, 324.557154
r, a, s, 10485760, 31, 1, 471.294020
r, a, r, 10485760, 31, 1, 321.470246
r, a, s, 10485760, 62, 1, 479.804933
r, a, r, 10485760, 62, 1, 318.405337
r, a, s, 10485760, 62, 1, 474.865952
r, a, r, 10485760, 62, 1, 319.696515
