1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.86811 s, 366 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.14716 s, 333 MB/s
2015-09-08 02:58:23.181083
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.88527 s, 363 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 5.32327 s, 197 MB/s
2015-09-08 02:58:34.588137
w, s, s, 1048576, 1, 0, 344.489888
w, s, r, 1048576, 1, 0, 365.991186
r, s, s, 1048576, 1, 0, 304.947117
r, s, r, 1048576, 1, 0, 257.259034
w, s, s, 1048576, 1, 0, 205.810572
w, s, r, 1048576, 1, 0, 346.457441
r, s, s, 1048576, 1, 0, 327.294426
r, s, r, 1048576, 1, 0, 255.887648
w, s, s, 10485760, 1, 0, 315.467870
w, s, r, 10485760, 1, 0, 201.252819
r, s, s, 10485760, 1, 0, 305.084133
r, s, r, 10485760, 1, 0, 311.159293
w, s, s, 10485760, 1, 0, 303.889200
w, s, r, 10485760, 1, 0, 259.298996
r, s, s, 10485760, 1, 0, 332.906900
r, s, r, 10485760, 1, 0, 308.931691
w, s, s, 1048576, 1, 1, 329.561970
w, s, r, 1048576, 1, 1, 345.069396
r, s, s, 1048576, 1, 1, 339.382252
r, s, r, 1048576, 1, 1, 340.794490
w, s, s, 1048576, 1, 1, 342.885340
w, s, r, 1048576, 1, 1, 346.061824
r, s, s, 1048576, 1, 1, 337.697001
r, s, r, 1048576, 1, 1, 335.844415
w, s, s, 10485760, 1, 1, 374.306888
w, s, r, 10485760, 1, 1, 375.529320
r, s, s, 10485760, 1, 1, 382.625340
r, s, r, 10485760, 1, 1, 391.078392
w, s, s, 10485760, 1, 1, 374.427689
w, s, r, 10485760, 1, 1, 384.495698
r, s, s, 10485760, 1, 1, 408.264742
r, s, r, 10485760, 1, 1, 408.146319
r, a, s, 1048576, 1, 0, 296.241830
r, a, r, 1048576, 1, 0, 245.643056
r, a, s, 1048576, 1, 0, 274.600904
r, a, r, 1048576, 1, 0, 255.322087
r, a, s, 1048576, 15, 0, 284.618035
r, a, r, 1048576, 15, 0, 251.873216
r, a, s, 1048576, 15, 0, 347.522062
r, a, r, 1048576, 15, 0, 253.898981
r, a, s, 1048576, 31, 0, 306.905098
r, a, r, 1048576, 31, 0, 250.178676
r, a, s, 1048576, 31, 0, 338.281963
r, a, r, 1048576, 31, 0, 247.521683
r, a, s, 1048576, 62, 0, 279.398437
r, a, r, 1048576, 62, 0, 249.619176
r, a, s, 1048576, 62, 0, 276.515780
r, a, r, 1048576, 62, 0, 250.887489
r, a, s, 10485760, 1, 0, 310.855199
r, a, r, 10485760, 1, 0, 293.504684
r, a, s, 10485760, 1, 0, 294.254191
r, a, r, 10485760, 1, 0, 292.952040
r, a, s, 10485760, 15, 0, 294.213756
r, a, r, 10485760, 15, 0, 262.354044
r, a, s, 10485760, 15, 0, 254.189705
r, a, r, 10485760, 15, 0, 257.579498
r, a, s, 10485760, 31, 0, 258.244548
r, a, r, 10485760, 31, 0, 239.222988
r, a, s, 10485760, 31, 0, 276.791889
r, a, r, 10485760, 31, 0, 256.560613
r, a, s, 10485760, 62, 0, 242.937309
r, a, r, 10485760, 62, 0, 252.079480
r, a, s, 10485760, 62, 0, 248.228685
r, a, r, 10485760, 62, 0, 249.343992
r, a, s, 1048576, 1, 1, 344.732646
r, a, r, 1048576, 1, 1, 240.708210
r, a, s, 1048576, 1, 1, 339.422546
r, a, r, 1048576, 1, 1, 261.847429
r, a, s, 1048576, 15, 1, 464.551998
r, a, r, 1048576, 15, 1, 281.765645
r, a, s, 1048576, 15, 1, 463.244613
r, a, r, 1048576, 15, 1, 273.982293
r, a, s, 1048576, 31, 1, 427.685991
r, a, r, 1048576, 31, 1, 269.432584
r, a, s, 1048576, 31, 1, 423.397392
r, a, r, 1048576, 31, 1, 275.966216
r, a, s, 1048576, 62, 1, 421.111779
r, a, r, 1048576, 62, 1, 261.304197
r, a, s, 1048576, 62, 1, 421.730002
r, a, r, 1048576, 62, 1, 277.303615
r, a, s, 10485760, 1, 1, 450.867746
r, a, r, 10485760, 1, 1, 305.908974
r, a, s, 10485760, 1, 1, 448.090846
r, a, r, 10485760, 1, 1, 306.023098
r, a, s, 10485760, 15, 1, 448.088861
r, a, r, 10485760, 15, 1, 313.678070
r, a, s, 10485760, 15, 1, 437.718320
r, a, r, 10485760, 15, 1, 298.342628
r, a, s, 10485760, 31, 1, 448.744516
r, a, r, 10485760, 31, 1, 336.109630
r, a, s, 10485760, 31, 1, 414.545567
r, a, r, 10485760, 31, 1, 298.004242
r, a, s, 10485760, 62, 1, 402.105546
r, a, r, 10485760, 62, 1, 284.277689
r, a, s, 10485760, 62, 1, 409.777879
r, a, r, 10485760, 62, 1, 287.471861
