1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.93932 s, 357 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.18246 s, 329 MB/s
2015-09-08 02:58:23.181073
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.91867 s, 359 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.07651 s, 341 MB/s
2015-09-08 02:58:34.588125
w, s, s, 1048576, 1, 0, 345.019821
w, s, r, 1048576, 1, 0, 345.938727
r, s, s, 1048576, 1, 0, 322.982850
r, s, r, 1048576, 1, 0, 252.258499
w, s, s, 1048576, 1, 0, 341.141841
w, s, r, 1048576, 1, 0, 347.390779
r, s, s, 1048576, 1, 0, 324.870065
r, s, r, 1048576, 1, 0, 262.466126
w, s, s, 10485760, 1, 0, 314.542491
w, s, r, 10485760, 1, 0, 343.218500
r, s, s, 10485760, 1, 0, 316.657777
r, s, r, 10485760, 1, 0, 301.402170
w, s, s, 10485760, 1, 0, 297.284834
w, s, r, 10485760, 1, 0, 330.794677
r, s, s, 10485760, 1, 0, 336.439244
r, s, r, 10485760, 1, 0, 288.622316
w, s, s, 1048576, 1, 1, 331.317974
w, s, r, 1048576, 1, 1, 344.472376
r, s, s, 1048576, 1, 1, 341.942295
r, s, r, 1048576, 1, 1, 344.875088
w, s, s, 1048576, 1, 1, 340.010589
w, s, r, 1048576, 1, 1, 346.212265
r, s, s, 1048576, 1, 1, 338.436216
r, s, r, 1048576, 1, 1, 337.488904
w, s, s, 10485760, 1, 1, 378.188861
w, s, r, 10485760, 1, 1, 371.021292
r, s, s, 10485760, 1, 1, 386.104224
r, s, r, 10485760, 1, 1, 410.481898
w, s, s, 10485760, 1, 1, 376.172362
w, s, r, 10485760, 1, 1, 386.187762
r, s, s, 10485760, 1, 1, 399.296592
r, s, r, 10485760, 1, 1, 381.862964
r, a, s, 1048576, 1, 0, 291.786072
r, a, r, 1048576, 1, 0, 251.883630
r, a, s, 1048576, 1, 0, 321.898955
r, a, r, 1048576, 1, 0, 253.618803
r, a, s, 1048576, 15, 0, 322.744371
r, a, r, 1048576, 15, 0, 247.445292
r, a, s, 1048576, 15, 0, 284.694426
r, a, r, 1048576, 15, 0, 248.430645
r, a, s, 1048576, 31, 0, 307.267875
r, a, r, 1048576, 31, 0, 244.491752
r, a, s, 1048576, 31, 0, 332.694974
r, a, r, 1048576, 31, 0, 248.264117
r, a, s, 1048576, 62, 0, 293.243663
r, a, r, 1048576, 62, 0, 248.657861
r, a, s, 1048576, 62, 0, 330.099810
r, a, r, 1048576, 62, 0, 246.683822
r, a, s, 10485760, 1, 0, 302.299402
r, a, r, 10485760, 1, 0, 297.214768
r, a, s, 10485760, 1, 0, 280.714949
r, a, r, 10485760, 1, 0, 282.494014
r, a, s, 10485760, 15, 0, 263.225430
r, a, r, 10485760, 15, 0, 256.646535
r, a, s, 10485760, 15, 0, 254.760080
r, a, r, 10485760, 15, 0, 265.000746
r, a, s, 10485760, 31, 0, 283.040652
r, a, r, 10485760, 31, 0, 259.489537
r, a, s, 10485760, 31, 0, 284.327942
r, a, r, 10485760, 31, 0, 253.610281
r, a, s, 10485760, 62, 0, 266.768418
r, a, r, 10485760, 62, 0, 243.259693
r, a, s, 10485760, 62, 0, 258.029926
r, a, r, 10485760, 62, 0, 252.764442
r, a, s, 1048576, 1, 1, 342.391547
r, a, r, 1048576, 1, 1, 239.158186
r, a, s, 1048576, 1, 1, 337.694528
r, a, r, 1048576, 1, 1, 276.690141
r, a, s, 1048576, 15, 1, 464.321963
r, a, r, 1048576, 15, 1, 266.401976
r, a, s, 1048576, 15, 1, 464.385135
r, a, r, 1048576, 15, 1, 273.489035
r, a, s, 1048576, 31, 1, 434.606392
r, a, r, 1048576, 31, 1, 271.176546
r, a, s, 1048576, 31, 1, 423.138637
r, a, r, 1048576, 31, 1, 276.227540
r, a, s, 1048576, 62, 1, 421.083198
r, a, r, 1048576, 62, 1, 275.707527
r, a, s, 1048576, 62, 1, 422.955988
r, a, r, 1048576, 62, 1, 271.588359
r, a, s, 10485760, 1, 1, 450.786893
r, a, r, 10485760, 1, 1, 311.064564
r, a, s, 10485760, 1, 1, 448.031956
r, a, r, 10485760, 1, 1, 308.896560
r, a, s, 10485760, 15, 1, 446.603926
r, a, r, 10485760, 15, 1, 305.105639
r, a, s, 10485760, 15, 1, 437.202079
r, a, r, 10485760, 15, 1, 304.108754
r, a, s, 10485760, 31, 1, 232.951144
r, a, r, 10485760, 31, 1, 336.506534
r, a, s, 10485760, 31, 1, 414.264678
r, a, r, 10485760, 31, 1, 308.052098
r, a, s, 10485760, 62, 1, 402.647550
r, a, r, 10485760, 62, 1, 287.203217
r, a, s, 10485760, 62, 1, 409.153133
r, a, r, 10485760, 62, 1, 283.408003
