1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 4.81567 s, 218 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.08972 s, 339 MB/s
2015-09-22 04:12:13.916731
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 5.72109 s, 183 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.3225 s, 316 MB/s
2015-09-22 04:12:23.992940
w, s, s, 1048576, 1, 0, 332.036480
w, s, r, 1048576, 1, 0, 344.619274
r, s, s, 1048576, 1, 0, 127.286217
r, s, r, 1048576, 1, 0, 129.808993
w, s, s, 1048576, 1, 0, 335.118084
w, s, r, 1048576, 1, 0, 341.086869
r, s, s, 1048576, 1, 0, 264.033315
r, s, r, 1048576, 1, 0, 262.182063
w, s, s, 10485760, 1, 0, 323.335179
w, s, r, 10485760, 1, 0, 331.070919
r, s, s, 10485760, 1, 0, 121.632437
r, s, r, 10485760, 1, 0, 133.502611
w, s, s, 10485760, 1, 0, 322.564253
w, s, r, 10485760, 1, 0, 332.938152
r, s, s, 10485760, 1, 0, 214.170861
r, s, r, 10485760, 1, 0, 241.218546
w, s, s, 1048576, 1, 1, 295.411224
w, s, r, 1048576, 1, 1, 261.057584
r, s, s, 1048576, 1, 1, 138.612580
r, s, r, 1048576, 1, 1, 166.337068
w, s, s, 1048576, 1, 1, 254.797126
w, s, r, 1048576, 1, 1, 285.206433
r, s, s, 1048576, 1, 1, 204.362345
r, s, r, 1048576, 1, 1, 205.524695
w, s, s, 10485760, 1, 1, 363.086212
w, s, r, 10485760, 1, 1, 362.478650
r, a, s, 10485760, 15, 1, 424.832560
r, s, s, 10485760, 1, 1, 94.009584
r, s, r, 10485760, 1, 1, 196.105129
w, s, s, 10485760, 1, 1, 354.173578
w, s, r, 10485760, 1, 1, 369.552665
r, s, s, 10485760, 1, 1, 185.738676
r, s, r, 10485760, 1, 1, 137.739556
r, a, s, 1048576, 1, 0, 305.208275
r, a, r, 1048576, 1, 0, 260.804160
r, a, s, 1048576, 1, 0, 373.081100
r, a, r, 1048576, 1, 0, 344.182559
r, a, s, 1048576, 15, 0, 393.165891
r, a, r, 1048576, 15, 0, 332.256795
r, a, s, 1048576, 15, 0, 369.974895
r, a, r, 1048576, 15, 0, 346.771696
r, a, s, 1048576, 31, 0, 383.764152
r, a, r, 1048576, 31, 0, 337.818574
r, a, s, 1048576, 31, 0, 384.455612
r, a, r, 1048576, 31, 0, 333.536955
r, a, s, 1048576, 62, 0, 370.663176
r, a, r, 1048576, 62, 0, 344.917765
r, a, s, 1048576, 62, 0, 393.233355
r, a, r, 1048576, 62, 0, 346.919392
r, a, s, 10485760, 1, 0, 402.234748
r, a, r, 10485760, 1, 0, 361.910928
r, a, s, 10485760, 1, 0, 362.881181
r, a, r, 10485760, 1, 0, 350.547184
r, a, s, 10485760, 15, 0, 346.485049
r, a, r, 10485760, 15, 0, 350.443359
r, a, s, 10485760, 15, 0, 365.083214
r, a, r, 10485760, 15, 0, 364.336027
r, a, s, 10485760, 31, 0, 340.324627
r, a, r, 10485760, 31, 0, 375.511525
r, a, s, 10485760, 31, 0, 364.362021
r, a, r, 10485760, 31, 0, 372.867287
r, a, s, 10485760, 62, 0, 296.975744
r, a, r, 10485760, 62, 0, 418.503904
r, a, s, 10485760, 62, 0, 400.719918
r, a, r, 10485760, 62, 0, 401.528053
r, a, s, 1048576, 1, 1, 475.872918
r, a, r, 1048576, 1, 1, 402.844668
r, a, s, 1048576, 1, 1, 416.556856
r, a, r, 1048576, 1, 1, 420.873325
r, a, s, 1048576, 15, 1, 380.967363
r, a, r, 1048576, 15, 1, 420.072815
r, a, s, 1048576, 15, 1, 380.072748
r, a, r, 1048576, 15, 1, 415.623492
r, a, s, 1048576, 31, 1, 465.816525
r, a, r, 1048576, 31, 1, 441.336203
r, a, s, 1048576, 31, 1, 482.079095
r, a, r, 1048576, 31, 1, 432.482130
r, a, s, 1048576, 62, 1, 458.423387
r, a, r, 1048576, 62, 1, 438.724308
r, a, s, 1048576, 62, 1, 468.756380
r, a, r, 1048576, 62, 1, 425.096013
r, a, s, 10485760, 1, 1, 236.994282
r, a, r, 10485760, 1, 1, 461.968288
r, a, s, 10485760, 1, 1, 252.461634
r, a, r, 10485760, 1, 1, 479.559726
r, a, s, 10485760, 15, 1, 424.832560
r, a, r, 10485760, 15, 1, 471.077457
r, a, s, 10485760, 15, 1, 424.617164
r, a, r, 10485760, 15, 1, 468.536369
r, a, s, 10485760, 31, 1, 390.650075
r, a, r, 10485760, 31, 1, 463.846226
r, a, s, 10485760, 31, 1, 796.370324
r, a, r, 10485760, 31, 1, 435.677213
r, a, s, 10485760, 62, 1, 475.078537
r, a, r, 10485760, 62, 1, 424.972402
r, a, s, 10485760, 62, 1, 462.802255
r, a, r, 10485760, 62, 1, 436.457270
