1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.08381 s, 503 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.0031 s, 349 MB/s
2015-08-26 16:32:56.155382
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.5038 s, 419 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.19659 s, 328 MB/s
2015-08-26 16:33:03.416173
w, s, s, 1048576, 1, 0, 348.747742
w, s, r, 1048576, 1, 0, 339.150647
r, s, s, 1048576, 1, 0, 276.250387
r, s, r, 1048576, 1, 0, 269.095448
w, s, s, 1048576, 1, 0, 345.365777
w, s, r, 1048576, 1, 0, 348.333365
r, s, s, 1048576, 1, 0, 285.642288
r, s, r, 1048576, 1, 0, 274.490992
w, s, s, 10485760, 1, 0, 324.147503
w, s, r, 10485760, 1, 0, 334.254479
r, s, s, 10485760, 1, 0, 281.569558
r, s, r, 10485760, 1, 0, 283.005873
w, s, s, 10485760, 1, 0, 326.612693
w, s, r, 10485760, 1, 0, 342.897613
r, s, s, 10485760, 1, 0, 287.184712
r, s, r, 10485760, 1, 0, 281.863876
w, s, s, 1048576, 1, 1, 317.103160
w, s, r, 1048576, 1, 1, 324.999694
r, s, s, 1048576, 1, 1, 319.221761
r, s, r, 1048576, 1, 1, 322.635916
w, s, s, 1048576, 1, 1, 320.069749
w, s, r, 1048576, 1, 1, 320.339518
r, s, s, 1048576, 1, 1, 322.691336
r, s, r, 1048576, 1, 1, 320.416035
w, s, s, 10485760, 1, 1, 375.290287
w, s, r, 10485760, 1, 1, 371.735255
r, s, s, 10485760, 1, 1, 389.592360
r, s, r, 10485760, 1, 1, 383.581810
w, s, s, 10485760, 1, 1, 366.234492
w, s, r, 10485760, 1, 1, 362.976967
r, s, s, 10485760, 1, 1, 385.743640
r, s, r, 10485760, 1, 1, 381.502994
r, a, s, 1048576, 1, 0, 284.554472
r, a, r, 1048576, 1, 0, 276.104824
r, a, s, 1048576, 1, 0, 283.910287
r, a, r, 1048576, 1, 0, 276.716250
r, a, s, 1048576, 15, 0, 286.524274
r, a, r, 1048576, 15, 0, 275.295612
r, a, s, 1048576, 15, 0, 287.004400
r, a, r, 1048576, 15, 0, 276.798301
r, a, s, 1048576, 31, 0, 290.632848
r, a, r, 1048576, 31, 0, 272.626797
r, a, s, 1048576, 31, 0, 286.102471
r, a, r, 1048576, 31, 0, 274.671985
r, a, s, 1048576, 62, 0, 288.614068
r, a, r, 1048576, 62, 0, 272.861754
r, a, s, 1048576, 62, 0, 285.141041
r, a, r, 1048576, 62, 0, 274.024810
r, a, s, 10485760, 1, 0, 285.589781
r, a, r, 10485760, 1, 0, 282.194621
r, a, s, 10485760, 1, 0, 288.912897
r, a, r, 10485760, 1, 0, 283.179765
r, a, s, 10485760, 15, 0, 283.941182
r, a, r, 10485760, 15, 0, 280.520755
r, a, s, 10485760, 15, 0, 283.912939
r, a, r, 10485760, 15, 0, 284.265673
r, a, s, 10485760, 31, 0, 279.049478
r, a, r, 10485760, 31, 0, 279.440650
r, a, s, 10485760, 31, 0, 283.292697
r, a, r, 10485760, 31, 0, 279.533542
r, a, s, 10485760, 62, 0, 278.263594
r, a, r, 10485760, 62, 0, 275.706351
r, a, s, 10485760, 62, 0, 278.651084
r, a, r, 10485760, 62, 0, 279.431892
r, a, s, 1048576, 1, 1, 356.897467
r, a, r, 1048576, 1, 1, 314.221164
r, a, s, 1048576, 1, 1, 397.963004
r, a, r, 1048576, 1, 1, 314.423539
r, a, s, 1048576, 15, 1, 468.977672
r, a, r, 1048576, 15, 1, 311.883143
r, a, s, 1048576, 15, 1, 468.004700
r, a, r, 1048576, 15, 1, 311.819887
r, a, s, 1048576, 31, 1, 428.952142
r, a, r, 1048576, 31, 1, 311.104371
r, a, s, 1048576, 31, 1, 437.219109
r, a, r, 1048576, 31, 1, 312.273711
r, a, s, 1048576, 62, 1, 428.252444
r, a, r, 1048576, 62, 1, 311.442009
r, a, s, 1048576, 62, 1, 427.301331
r, a, r, 1048576, 62, 1, 310.944909
r, a, s, 10485760, 1, 1, 457.549321
r, a, r, 10485760, 1, 1, 320.319885
r, a, s, 10485760, 1, 1, 456.748490
r, a, r, 10485760, 1, 1, 321.220355
r, a, s, 10485760, 15, 1, 435.433386
r, a, r, 10485760, 15, 1, 318.225932
r, a, s, 10485760, 15, 1, 434.282962
r, a, r, 10485760, 15, 1, 319.671921
r, a, s, 10485760, 31, 1, 448.325453
r, a, r, 10485760, 31, 1, 318.704831
r, a, s, 10485760, 31, 1, 437.426880
r, a, r, 10485760, 31, 1, 319.626409
r, a, s, 10485760, 62, 1, 444.163901
r, a, r, 10485760, 62, 1, 315.980143
r, a, s, 10485760, 62, 1, 443.889541
r, a, r, 10485760, 62, 1, 313.980628
