1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.04306 s, 513 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.73523 s, 383 MB/s
2016-01-12
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.43107 s, 431 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.7679 s, 379 MB/s
2016-01-12
w, s, s, 1048576, 1, 0, 392.081212
w, s, r, 1048576, 1, 0, 397.168166
r, s, s, 1048576, 1, 0, 295.628420
r, s, r, 1048576, 1, 0, 290.173598
w, s, s, 1048576, 1, 0, 380.241052
w, s, r, 1048576, 1, 0, 394.847267
r, s, s, 1048576, 1, 0, 294.178557
r, s, r, 1048576, 1, 0, 293.103807
w, s, s, 10485760, 1, 0, 387.398726
w, s, r, 10485760, 1, 0, 393.926171
r, s, s, 10485760, 1, 0, 287.266194
r, s, r, 10485760, 1, 0, 280.687896
w, s, s, 10485760, 1, 0, 386.134410
w, s, r, 10485760, 1, 0, 392.179770
r, s, s, 10485760, 1, 0, 301.125191
r, s, r, 10485760, 1, 0, 290.916627
w, s, s, 1048576, 1, 1, 356.542643
w, s, r, 1048576, 1, 1, 366.055947
r, s, s, 1048576, 1, 1, 331.961424
r, s, r, 1048576, 1, 1, 332.497619
w, s, s, 1048576, 1, 1, 371.155436
w, s, r, 1048576, 1, 1, 367.032715
r, s, s, 1048576, 1, 1, 327.950520
r, s, r, 1048576, 1, 1, 330.009881
w, s, s, 10485760, 1, 1, 404.326439
w, s, r, 10485760, 1, 1, 398.067251
r, s, s, 10485760, 1, 1, 411.902550
r, s, r, 10485760, 1, 1, 400.922434
w, s, s, 10485760, 1, 1, 400.037219
w, s, r, 10485760, 1, 1, 405.772662
r, s, s, 10485760, 1, 1, 403.822930
r, s, r, 10485760, 1, 1, 407.295917
r, a, s, 1048576, 1, 0, 299.362604
r, a, r, 1048576, 1, 0, 288.494573
r, a, s, 1048576, 1, 0, 301.711359
r, a, r, 1048576, 1, 0, 292.222754
r, a, s, 1048576, 15, 0, 320.453938
r, a, r, 1048576, 15, 0, 284.553922
r, a, s, 1048576, 15, 0, 305.018295
r, a, r, 1048576, 15, 0, 286.690092
r, a, s, 1048576, 31, 0, 309.533895
r, a, r, 1048576, 31, 0, 286.318132
r, a, s, 1048576, 31, 0, 314.761125
r, a, r, 1048576, 31, 0, 284.205459
r, a, s, 1048576, 62, 0, 305.893959
r, a, r, 1048576, 62, 0, 287.330890
r, a, s, 1048576, 62, 0, 319.171971
r, a, r, 1048576, 62, 0, 284.581835
r, a, s, 10485760, 1, 0, 301.211966
r, a, r, 10485760, 1, 0, 297.018986
r, a, s, 10485760, 1, 0, 310.031425
r, a, r, 10485760, 1, 0, 297.577039
r, a, s, 10485760, 15, 0, 301.765576
r, a, r, 10485760, 15, 0, 298.665023
r, a, s, 10485760, 15, 0, 297.281694
r, a, r, 10485760, 15, 0, 296.485927
r, a, s, 10485760, 31, 0, 305.764780
r, a, r, 10485760, 31, 0, 293.419157
r, a, s, 10485760, 31, 0, 298.742931
r, a, r, 10485760, 31, 0, 294.862235
r, a, s, 10485760, 62, 0, 293.294046
r, a, r, 10485760, 62, 0, 289.688397
r, a, s, 10485760, 62, 0, 295.342914
r, a, r, 10485760, 62, 0, 289.195722
r, a, s, 1048576, 1, 1, 351.813272
r, a, r, 1048576, 1, 1, 289.934950
r, a, s, 1048576, 1, 1, 349.062775
r, a, r, 1048576, 1, 1, 292.375175
r, a, s, 1048576, 15, 1, 449.620154
r, a, r, 1048576, 15, 1, 287.241600
r, a, s, 1048576, 15, 1, 439.350823
r, a, r, 1048576, 15, 1, 285.980433
r, a, s, 1048576, 31, 1, 453.180138
r, a, r, 1048576, 31, 1, 283.351049
r, a, s, 1048576, 31, 1, 452.407231
r, a, r, 1048576, 31, 1, 285.661734
r, a, s, 1048576, 62, 1, 437.842286
r, a, r, 1048576, 62, 1, 306.632423
r, a, s, 1048576, 62, 1, 485.057107
r, a, r, 1048576, 62, 1, 328.341724
r, a, s, 10485760, 1, 1, 473.241650
r, a, r, 10485760, 1, 1, 339.816551
r, a, s, 10485760, 1, 1, 473.152195
r, a, r, 10485760, 1, 1, 341.402597
r, a, s, 10485760, 15, 1, 485.253182
r, a, r, 10485760, 15, 1, 340.158361
r, a, s, 10485760, 15, 1, 484.707968
r, a, r, 10485760, 15, 1, 342.213592
r, a, s, 10485760, 31, 1, 484.662437
r, a, r, 10485760, 31, 1, 339.768394
r, a, s, 10485760, 31, 1, 484.748258
r, a, r, 10485760, 31, 1, 339.079352
r, a, s, 10485760, 62, 1, 485.132297
r, a, r, 10485760, 62, 1, 332.106064
r, a, s, 10485760, 62, 1, 484.599740
r, a, r, 10485760, 62, 1, 329.147998
