1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 4.58266 s, 229 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.17724 s, 330 MB/s
2015-09-20 21:54:17.526818
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.78575 s, 376 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.33895 s, 314 MB/s
2015-09-20 21:54:27.363609
w, s, s, 1048576, 1, 0, 335.127992
w, s, r, 1048576, 1, 0, 342.842979
r, s, s, 1048576, 1, 0, 286.427525
r, s, r, 1048576, 1, 0, 402.058508
w, s, s, 1048576, 1, 0, 329.334105
w, s, r, 1048576, 1, 0, 338.237752
r, a, s, 10485760, 15, 1, 497.742656
r, s, s, 1048576, 1, 0, 327.956383
r, s, r, 1048576, 1, 0, 316.607446
w, s, s, 10485760, 1, 0, 321.623407
w, s, r, 10485760, 1, 0, 327.194356
r, s, s, 10485760, 1, 0, 370.830755
r, s, r, 10485760, 1, 0, 360.014294
w, s, s, 10485760, 1, 0, 323.658415
w, s, r, 10485760, 1, 0, 329.320300
r, s, s, 10485760, 1, 0, 413.280977
r, s, r, 10485760, 1, 0, 399.537271
w, s, s, 1048576, 1, 1, 258.555286
w, s, r, 1048576, 1, 1, 256.077898
r, s, s, 1048576, 1, 1, 427.454339
r, s, r, 1048576, 1, 1, 409.757501
w, s, s, 1048576, 1, 1, 256.817245
w, s, r, 1048576, 1, 1, 264.228317
r, s, s, 1048576, 1, 1, 390.502581
r, s, r, 1048576, 1, 1, 387.148618
w, s, s, 10485760, 1, 1, 360.322173
w, s, r, 10485760, 1, 1, 355.222044
r, s, s, 10485760, 1, 1, 155.429259
r, s, r, 10485760, 1, 1, 216.359930
w, s, s, 10485760, 1, 1, 373.746609
w, s, r, 10485760, 1, 1, 361.887653
r, s, s, 10485760, 1, 1, 195.585326
r, s, r, 10485760, 1, 1, 361.832958
r, a, s, 1048576, 1, 0, 407.926551
r, a, r, 1048576, 1, 0, 382.085173
r, a, s, 1048576, 1, 0, 425.119057
r, a, r, 1048576, 1, 0, 370.855833
r, a, s, 1048576, 15, 0, 409.282871
r, a, r, 1048576, 15, 0, 371.857459
r, a, s, 1048576, 15, 0, 411.420469
r, a, r, 1048576, 15, 0, 368.222794
r, a, s, 1048576, 31, 0, 412.525641
r, a, r, 1048576, 31, 0, 393.671459
r, a, s, 1048576, 31, 0, 486.444455
r, a, r, 1048576, 31, 0, 429.533655
r, a, s, 1048576, 62, 0, 468.552848
r, a, r, 1048576, 62, 0, 430.758839
r, a, s, 1048576, 62, 0, 479.726762
r, a, r, 1048576, 62, 0, 441.754674
r, a, s, 10485760, 1, 0, 483.534731
r, a, r, 10485760, 1, 0, 472.007587
r, a, s, 10485760, 1, 0, 508.032843
r, a, r, 10485760, 1, 0, 485.213687
r, a, s, 10485760, 15, 0, 450.192994
r, a, r, 10485760, 15, 0, 502.894583
r, a, s, 10485760, 15, 0, 487.423830
r, a, r, 10485760, 15, 0, 470.398521
r, a, s, 10485760, 31, 0, 403.124687
r, a, r, 10485760, 31, 0, 476.338183
r, a, s, 10485760, 31, 0, 473.775935
r, a, r, 10485760, 31, 0, 462.520778
r, a, s, 10485760, 62, 0, 320.019679
r, a, r, 10485760, 62, 0, 461.845882
r, a, s, 10485760, 62, 0, 458.759210
r, a, r, 10485760, 62, 0, 429.490998
r, a, s, 1048576, 1, 1, 562.450479
r, a, r, 1048576, 1, 1, 455.200837
r, a, s, 1048576, 1, 1, 573.763906
r, a, r, 1048576, 1, 1, 464.702700
r, a, s, 1048576, 15, 1, 520.295802
r, a, r, 1048576, 15, 1, 443.738808
r, a, s, 1048576, 15, 1, 453.145569
r, a, r, 1048576, 15, 1, 450.415998
r, a, s, 1048576, 31, 1, 514.291289
r, a, r, 1048576, 31, 1, 427.301766
r, a, s, 1048576, 31, 1, 529.758849
r, a, r, 1048576, 31, 1, 435.365512
r, a, s, 1048576, 62, 1, 578.689689
r, a, r, 1048576, 62, 1, 454.594910
r, a, s, 1048576, 62, 1, 506.665311
r, a, r, 1048576, 62, 1, 436.111606
r, a, s, 10485760, 1, 1, 213.738529
r, a, r, 10485760, 1, 1, 456.465315
r, a, s, 10485760, 1, 1, 682.090213
r, a, r, 10485760, 1, 1, 476.499681
r, a, s, 10485760, 15, 1, 497.742656
r, a, r, 10485760, 15, 1, 469.872095
r, a, s, 10485760, 15, 1, 458.487270
r, a, r, 10485760, 15, 1, 478.341935
r, a, s, 10485760, 31, 1, 464.958330
r, a, r, 10485760, 31, 1, 477.949165
r, a, s, 10485760, 31, 1, 476.113384
r, a, r, 10485760, 31, 1, 458.166681
r, a, s, 10485760, 62, 1, 413.888262
r, a, r, 10485760, 62, 1, 464.827763
r, a, s, 10485760, 62, 1, 407.288374
r, a, r, 10485760, 62, 1, 439.350724
