1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.0656 s, 508 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.92169 s, 359 MB/s
2016-01-12
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.46571 s, 425 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.94036 s, 357 MB/s
2016-01-12
w, s, s, 1048576, 1, 0, 372.434829
w, s, r, 1048576, 1, 0, 364.939466
r, s, s, 1048576, 1, 0, 427.171120
r, s, r, 1048576, 1, 0, 319.887632
w, s, s, 1048576, 1, 0, 367.873834
w, s, r, 1048576, 1, 0, 363.333717
r, s, s, 1048576, 1, 0, 340.767204
r, s, r, 1048576, 1, 0, 316.478722
w, s, s, 10485760, 1, 0, 362.532144
w, s, r, 10485760, 1, 0, 369.009505
r, s, s, 10485760, 1, 0, 435.419009
r, s, r, 10485760, 1, 0, 357.481585
w, s, s, 10485760, 1, 0, 365.308321
w, s, r, 10485760, 1, 0, 356.466138
r, s, s, 10485760, 1, 0, 435.725256
r, s, r, 10485760, 1, 0, 371.625767
w, s, s, 1048576, 1, 1, 401.512942
w, s, r, 1048576, 1, 1, 409.976066
r, s, s, 1048576, 1, 1, 389.060471
r, s, r, 1048576, 1, 1, 393.214508
w, s, s, 1048576, 1, 1, 413.986071
w, s, r, 1048576, 1, 1, 409.205821
r, s, s, 1048576, 1, 1, 388.231690
r, s, r, 1048576, 1, 1, 385.503209
w, s, s, 10485760, 1, 1, 434.504380
w, s, r, 10485760, 1, 1, 439.742159
r, s, s, 10485760, 1, 1, 454.593264
r, s, r, 10485760, 1, 1, 450.611778
w, s, s, 10485760, 1, 1, 432.886457
w, s, r, 10485760, 1, 1, 439.553390
r, s, s, 10485760, 1, 1, 459.320747
r, s, r, 10485760, 1, 1, 455.797279
r, a, s, 1048576, 1, 0, 399.444502
r, a, r, 1048576, 1, 0, 306.562630
r, a, s, 1048576, 1, 0, 406.712928
r, a, r, 1048576, 1, 0, 303.035471
r, a, s, 1048576, 15, 0, 429.842167
r, a, r, 1048576, 15, 0, 293.604685
r, a, s, 1048576, 15, 0, 435.326263
r, a, r, 1048576, 15, 0, 296.603147
r, a, s, 1048576, 31, 0, 425.497370
r, a, r, 1048576, 31, 0, 299.699219
r, a, s, 1048576, 31, 0, 416.216766
r, a, r, 1048576, 31, 0, 296.986446
r, a, s, 1048576, 62, 0, 431.677881
r, a, r, 1048576, 62, 0, 295.191368
r, a, s, 1048576, 62, 0, 419.644472
r, a, r, 1048576, 62, 0, 287.446018
r, a, s, 10485760, 1, 0, 431.140538
r, a, r, 10485760, 1, 0, 355.445981
r, a, s, 10485760, 1, 0, 387.005890
r, a, r, 10485760, 1, 0, 366.048377
r, a, s, 10485760, 15, 0, 408.792060
r, a, r, 10485760, 15, 0, 353.087193
r, a, s, 10485760, 15, 0, 398.011195
r, a, r, 10485760, 15, 0, 342.721569
r, a, s, 10485760, 31, 0, 381.873990
r, a, r, 10485760, 31, 0, 344.191389
r, a, s, 10485760, 31, 0, 391.068336
r, a, r, 10485760, 31, 0, 341.264325
r, a, s, 10485760, 62, 0, 358.969085
r, a, r, 10485760, 62, 0, 323.680273
r, a, s, 10485760, 62, 0, 357.826105
r, a, r, 10485760, 62, 0, 320.947583
r, a, s, 1048576, 1, 1, 384.786726
r, a, r, 1048576, 1, 1, 311.447166
r, a, s, 1048576, 1, 1, 386.408018
r, a, r, 1048576, 1, 1, 304.436973
r, a, s, 1048576, 15, 1, 479.401045
r, a, r, 1048576, 15, 1, 294.613854
r, a, s, 1048576, 15, 1, 476.939658
r, a, r, 1048576, 15, 1, 298.371769
r, a, s, 1048576, 31, 1, 478.271401
r, a, r, 1048576, 31, 1, 298.801459
r, a, s, 1048576, 31, 1, 476.004941
r, a, r, 1048576, 31, 1, 313.702082
r, a, s, 1048576, 62, 1, 475.136662
r, a, r, 1048576, 62, 1, 294.242265
r, a, s, 1048576, 62, 1, 476.381970
r, a, r, 1048576, 62, 1, 293.802840
r, a, s, 10485760, 1, 1, 465.534288
r, a, r, 10485760, 1, 1, 350.443516
r, a, s, 10485760, 1, 1, 464.885040
r, a, r, 10485760, 1, 1, 357.323237
r, a, s, 10485760, 15, 1, 478.280735
r, a, r, 10485760, 15, 1, 354.972411
r, a, s, 10485760, 15, 1, 476.523487
r, a, r, 10485760, 15, 1, 353.601780
r, a, s, 10485760, 31, 1, 476.596685
r, a, r, 10485760, 31, 1, 344.735560
r, a, s, 10485760, 31, 1, 475.255818
r, a, r, 10485760, 31, 1, 344.741921
r, a, s, 10485760, 62, 1, 475.686955
r, a, r, 10485760, 62, 1, 321.633786
r, a, s, 10485760, 62, 1, 475.897067
r, a, r, 10485760, 62, 1, 328.170271
