1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.03946 s, 514 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.86317 s, 366 MB/s
2015-08-20 20:15:14.221949
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.41498 s, 434 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.84551 s, 369 MB/s
2015-08-20 20:15:21.162781
w, s, s, 1048576, 1, 0, 383.335730
w, s, r, 1048576, 1, 0, 386.314242
r, s, s, 1048576, 1, 0, 437.773917
r, s, r, 1048576, 1, 0, 320.236835
w, s, s, 1048576, 1, 0, 377.244067
w, s, r, 1048576, 1, 0, 379.879310
r, s, s, 1048576, 1, 0, 378.658638
r, s, r, 1048576, 1, 0, 314.607885
w, s, s, 10485760, 1, 0, 372.614703
w, s, r, 10485760, 1, 0, 382.599744
r, s, s, 10485760, 1, 0, 433.058404
r, s, r, 10485760, 1, 0, 352.854008
w, s, s, 10485760, 1, 0, 371.602467
w, s, r, 10485760, 1, 0, 390.068922
r, s, s, 10485760, 1, 0, 424.711611
r, s, r, 10485760, 1, 0, 330.469166
w, s, s, 1048576, 1, 1, 394.600667
w, s, r, 1048576, 1, 1, 410.510822
r, s, s, 1048576, 1, 1, 386.105868
r, s, r, 1048576, 1, 1, 390.811267
w, s, s, 1048576, 1, 1, 404.367282
w, s, r, 1048576, 1, 1, 404.977591
r, s, s, 1048576, 1, 1, 381.622087
r, s, r, 1048576, 1, 1, 386.662074
w, s, s, 10485760, 1, 1, 430.476898
w, s, r, 10485760, 1, 1, 435.681071
r, s, s, 10485760, 1, 1, 454.912080
r, s, r, 10485760, 1, 1, 460.802480
w, s, s, 10485760, 1, 1, 432.944177
w, s, r, 10485760, 1, 1, 428.460432
r, s, s, 10485760, 1, 1, 445.917410
r, s, r, 10485760, 1, 1, 437.905306
r, a, s, 1048576, 1, 0, 396.690594
r, a, r, 1048576, 1, 0, 308.329136
r, a, s, 1048576, 1, 0, 386.748916
r, a, r, 1048576, 1, 0, 312.429589
r, a, s, 1048576, 15, 0, 410.444241
r, a, r, 1048576, 15, 0, 301.210420
r, a, s, 1048576, 15, 0, 426.779531
r, a, r, 1048576, 15, 0, 300.476240
r, a, s, 1048576, 31, 0, 419.943860
r, a, r, 1048576, 31, 0, 301.260149
r, a, s, 1048576, 31, 0, 428.788388
r, a, r, 1048576, 31, 0, 299.723488
r, a, s, 1048576, 62, 0, 430.775365
r, a, r, 1048576, 62, 0, 298.555260
r, a, s, 1048576, 62, 0, 417.649494
r, a, r, 1048576, 62, 0, 298.892169
r, a, s, 10485760, 1, 0, 412.996248
r, a, r, 10485760, 1, 0, 335.365571
r, a, s, 10485760, 1, 0, 408.883901
r, a, r, 10485760, 1, 0, 333.337251
r, a, s, 10485760, 15, 0, 385.020471
r, a, r, 10485760, 15, 0, 330.134840
r, a, s, 10485760, 15, 0, 399.453009
r, a, r, 10485760, 15, 0, 332.149287
r, a, s, 10485760, 31, 0, 379.852861
r, a, r, 10485760, 31, 0, 328.903267
r, a, s, 10485760, 31, 0, 374.371267
r, a, r, 10485760, 31, 0, 325.580446
r, a, s, 10485760, 62, 0, 334.563482
r, a, r, 10485760, 62, 0, 316.302337
r, a, s, 10485760, 62, 0, 333.261977
r, a, r, 10485760, 62, 0, 314.371893
r, a, s, 1048576, 1, 1, 385.771332
r, a, r, 1048576, 1, 1, 312.466511
r, a, s, 1048576, 1, 1, 381.240783
r, a, r, 1048576, 1, 1, 310.003326
r, a, s, 1048576, 15, 1, 469.937510
r, a, r, 1048576, 15, 1, 303.508988
r, a, s, 1048576, 15, 1, 471.143585
r, a, r, 1048576, 15, 1, 302.142932
r, a, s, 1048576, 31, 1, 476.794721
r, a, r, 1048576, 31, 1, 299.239846
r, a, s, 1048576, 31, 1, 475.408721
r, a, r, 1048576, 31, 1, 298.783085
r, a, s, 1048576, 62, 1, 477.122647
r, a, r, 1048576, 62, 1, 302.936666
r, a, s, 1048576, 62, 1, 471.444009
r, a, r, 1048576, 62, 1, 306.568123
r, a, s, 10485760, 1, 1, 462.198726
r, a, r, 10485760, 1, 1, 329.173798
r, a, s, 10485760, 1, 1, 460.996005
r, a, r, 10485760, 1, 1, 331.672266
r, a, s, 10485760, 15, 1, 470.614758
r, a, r, 10485760, 15, 1, 331.756777
r, a, s, 10485760, 15, 1, 469.956773
r, a, r, 10485760, 15, 1, 329.705456
r, a, s, 10485760, 31, 1, 476.939850
r, a, r, 10485760, 31, 1, 319.944168
r, a, s, 10485760, 31, 1, 476.729402
r, a, r, 10485760, 31, 1, 323.181116
r, a, s, 10485760, 62, 1, 478.068287
r, a, r, 10485760, 62, 1, 314.408109
r, a, s, 10485760, 62, 1, 466.485972
r, a, r, 10485760, 62, 1, 313.993386
