1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 4.46567 s, 235 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.11605 s, 337 MB/s
2015-09-22 03:42:05.115819
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.75318 s, 381 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.32104 s, 316 MB/s
2015-09-22 03:42:14.825173
w, s, s, 1048576, 1, 0, 344.321970
w, s, r, 1048576, 1, 0, 348.683771
r, s, s, 1048576, 1, 0, 433.865255
r, s, r, 1048576, 1, 0, 410.642471
w, s, s, 1048576, 1, 0, 343.254825
w, s, r, 1048576, 1, 0, 347.383492
r, s, s, 1048576, 1, 0, 432.648685
r, s, r, 1048576, 1, 0, 393.785877
w, s, s, 10485760, 1, 0, 326.292347
w, s, r, 10485760, 1, 0, 328.964315
r, s, s, 10485760, 1, 0, 432.727063
r, s, r, 10485760, 1, 0, 423.894097
w, s, s, 10485760, 1, 0, 327.318222
w, s, r, 10485760, 1, 0, 328.338540
r, s, s, 10485760, 1, 0, 425.308564
r, s, r, 10485760, 1, 0, 401.484148
w, s, s, 1048576, 1, 1, 295.335531
w, s, r, 1048576, 1, 1, 292.066574
r, s, s, 1048576, 1, 1, 424.986130
r, s, r, 1048576, 1, 1, 441.871815
w, s, s, 1048576, 1, 1, 300.355516
w, s, r, 1048576, 1, 1, 286.432851
r, s, s, 1048576, 1, 1, 413.974366
r, s, r, 1048576, 1, 1, 403.319499
w, s, s, 10485760, 1, 1, 388.103231
w, s, r, 10485760, 1, 1, 378.810990
r, s, s, 10485760, 1, 1, 228.762739
r, s, r, 10485760, 1, 1, 236.938728
w, s, s, 10485760, 1, 1, 373.381602
w, s, r, 10485760, 1, 1, 385.267020
r, s, s, 10485760, 1, 1, 241.076315
r, s, r, 10485760, 1, 1, 207.972958
r, a, s, 1048576, 1, 0, 443.963177
r, a, r, 1048576, 1, 0, 397.207185
r, a, s, 1048576, 1, 0, 452.045469
r, a, r, 1048576, 1, 0, 414.564841
r, a, s, 1048576, 15, 0, 450.428784
r, a, r, 1048576, 15, 0, 403.612512
r, a, s, 1048576, 15, 0, 453.976446
r, a, r, 1048576, 15, 1, 416.958560
r, a, r, 1048576, 15, 0, 408.986801
r, a, s, 1048576, 31, 0, 459.016130
r, a, r, 1048576, 31, 0, 404.749707
r, a, s, 1048576, 31, 0, 450.834672
r, a, r, 1048576, 31, 0, 399.534215
r, a, s, 1048576, 62, 0, 440.338889
r, a, r, 1048576, 62, 0, 400.843107
r, a, s, 1048576, 62, 0, 446.419827
r, a, r, 1048576, 62, 0, 401.567468
r, a, s, 10485760, 1, 0, 433.653373
r, a, r, 10485760, 1, 0, 435.224356
r, a, s, 10485760, 1, 0, 449.841708
r, a, r, 10485760, 1, 0, 446.059749
r, a, s, 10485760, 15, 0, 416.864753
r, a, r, 10485760, 15, 0, 429.347551
r, a, s, 10485760, 15, 0, 444.148813
r, a, r, 10485760, 15, 0, 444.320987
r, a, s, 10485760, 31, 0, 393.508072
r, a, r, 10485760, 31, 0, 435.740834
r, a, s, 10485760, 31, 0, 440.378917
r, a, r, 10485760, 31, 0, 436.972811
r, a, s, 10485760, 62, 0, 331.546482
r, a, r, 10485760, 62, 0, 421.712493
r, a, s, 10485760, 62, 0, 436.068921
r, a, r, 10485760, 62, 0, 408.265068
r, a, s, 1048576, 1, 1, 480.832433
r, a, r, 1048576, 1, 1, 400.310796
r, a, s, 1048576, 1, 1, 420.193217
r, a, r, 1048576, 1, 1, 417.600851
r, a, s, 1048576, 15, 1, 374.425110
r, a, r, 1048576, 15, 1, 416.958560
r, a, s, 1048576, 15, 1, 533.802502
r, a, r, 1048576, 15, 1, 415.070210
r, a, s, 1048576, 31, 1, 504.262835
r, a, r, 1048576, 31, 1, 443.153509
r, a, s, 1048576, 31, 1, 523.719926
r, a, r, 1048576, 31, 1, 438.577765
r, a, s, 1048576, 62, 1, 693.281396
r, a, r, 1048576, 62, 1, 438.881548
r, a, s, 1048576, 62, 1, 569.956990
r, a, r, 1048576, 62, 1, 442.635105
r, a, s, 10485760, 1, 1, 228.806968
r, a, r, 10485760, 1, 1, 468.317045
r, a, s, 10485760, 1, 1, 278.054309
r, a, r, 10485760, 1, 1, 492.536880
r, a, s, 10485760, 15, 1, 407.097402
r, a, r, 10485760, 15, 1, 485.757720
r, a, s, 10485760, 15, 1, 449.588789
r, a, r, 10485760, 15, 1, 486.363548
r, a, s, 10485760, 31, 1, 385.193675
r, a, r, 10485760, 31, 1, 473.761383
r, a, s, 10485760, 31, 1, 509.756647
r, a, r, 10485760, 31, 1, 471.911896
r, a, s, 10485760, 62, 1, 435.998473
r, a, r, 10485760, 62, 1, 458.613727
r, a, s, 10485760, 62, 1, 485.541789
r, a, r, 10485760, 62, 1, 462.973757
