1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.04036 s, 514 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.73315 s, 384 MB/s
2016-01-12
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.8424 s, 369 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.75664 s, 380 MB/s
2016-01-12
w, s, s, 1048576, 1, 0, 395.836665
w, s, r, 1048576, 1, 0, 399.070819
r, s, s, 1048576, 1, 0, 344.649995
r, s, r, 1048576, 1, 0, 335.600729
w, s, s, 1048576, 1, 0, 391.755963
w, s, r, 1048576, 1, 0, 398.401425
r, s, s, 1048576, 1, 0, 337.477586
r, s, r, 1048576, 1, 0, 328.131400
w, s, s, 10485760, 1, 0, 390.011997
w, s, r, 10485760, 1, 0, 398.675892
r, s, s, 10485760, 1, 0, 335.032834
r, s, r, 10485760, 1, 0, 337.940640
w, s, s, 10485760, 1, 0, 386.958038
w, s, r, 10485760, 1, 0, 399.665207
r, s, s, 10485760, 1, 0, 332.826979
r, s, r, 10485760, 1, 0, 328.393593
w, s, s, 1048576, 1, 1, 404.092759
w, s, r, 1048576, 1, 1, 413.906326
r, s, s, 1048576, 1, 1, 394.828414
r, s, r, 1048576, 1, 1, 391.913101
w, s, s, 1048576, 1, 1, 421.812574
w, s, r, 1048576, 1, 1, 416.461020
r, s, s, 1048576, 1, 1, 398.517268
r, s, r, 1048576, 1, 1, 395.784941
w, s, s, 10485760, 1, 1, 445.963717
w, s, r, 10485760, 1, 1, 444.288669
r, s, s, 10485760, 1, 1, 459.716093
r, s, r, 10485760, 1, 1, 464.693584
w, s, s, 10485760, 1, 1, 449.889098
w, s, r, 10485760, 1, 1, 447.952906
r, s, s, 10485760, 1, 1, 456.920402
r, s, r, 10485760, 1, 1, 454.724871
r, a, s, 1048576, 1, 0, 327.481051
r, a, r, 1048576, 1, 0, 317.762741
r, a, s, 1048576, 1, 0, 329.023798
r, a, r, 1048576, 1, 0, 317.610941
r, a, s, 1048576, 15, 0, 326.425003
r, a, r, 1048576, 15, 0, 315.766298
r, a, s, 1048576, 15, 0, 345.863506
r, a, r, 1048576, 15, 0, 313.848774
r, a, s, 1048576, 31, 0, 325.154837
r, a, r, 1048576, 31, 0, 315.574960
r, a, s, 1048576, 31, 0, 327.163168
r, a, r, 1048576, 31, 0, 314.889185
r, a, s, 1048576, 62, 0, 325.513930
r, a, r, 1048576, 62, 0, 315.372739
r, a, s, 1048576, 62, 0, 346.245544
r, a, r, 1048576, 62, 0, 313.019946
r, a, s, 10485760, 1, 0, 325.264687
r, a, r, 10485760, 1, 0, 324.790830
r, a, s, 10485760, 1, 0, 325.375360
r, a, r, 10485760, 1, 0, 324.148939
r, a, s, 10485760, 15, 0, 322.197423
r, a, r, 10485760, 15, 0, 323.591337
r, a, s, 10485760, 15, 0, 323.536430
r, a, r, 10485760, 15, 0, 318.989095
r, a, s, 10485760, 31, 0, 320.850127
r, a, r, 10485760, 31, 0, 321.088260
r, a, s, 10485760, 31, 0, 319.897703
r, a, r, 10485760, 31, 0, 319.520333
r, a, s, 10485760, 62, 0, 317.347919
r, a, r, 10485760, 62, 0, 316.139607
r, a, s, 10485760, 62, 0, 316.514614
r, a, r, 10485760, 62, 0, 315.710570
r, a, s, 1048576, 1, 1, 391.167837
r, a, r, 1048576, 1, 1, 316.478985
r, a, s, 1048576, 1, 1, 388.329226
r, a, r, 1048576, 1, 1, 315.732151
r, a, s, 1048576, 15, 1, 478.729135
r, a, r, 1048576, 15, 1, 311.976898
r, a, s, 1048576, 15, 1, 476.908393
r, a, r, 1048576, 15, 1, 314.239266
r, a, s, 1048576, 31, 1, 471.357610
r, a, r, 1048576, 31, 1, 313.592327
r, a, s, 1048576, 31, 1, 478.536934
r, a, r, 1048576, 31, 1, 311.521285
r, a, s, 1048576, 62, 1, 475.245608
r, a, r, 1048576, 62, 1, 313.637280
r, a, s, 1048576, 62, 1, 473.378335
r, a, r, 1048576, 62, 1, 312.533925
r, a, s, 10485760, 1, 1, 468.430966
r, a, r, 10485760, 1, 1, 322.670476
r, a, s, 10485760, 1, 1, 463.273029
r, a, r, 10485760, 1, 1, 323.090537
r, a, s, 10485760, 15, 1, 474.648731
r, a, r, 10485760, 15, 1, 320.252998
r, a, s, 10485760, 15, 1, 478.759037
r, a, r, 10485760, 15, 1, 320.289915
r, a, s, 10485760, 31, 1, 473.971720
r, a, r, 10485760, 31, 1, 318.934363
r, a, s, 10485760, 31, 1, 473.171712
r, a, r, 10485760, 31, 1, 318.526974
r, a, s, 10485760, 62, 1, 479.417297
r, a, r, 10485760, 62, 1, 315.812593
r, a, s, 10485760, 62, 1, 478.489195
r, a, r, 10485760, 62, 1, 317.080394
