25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.205954 s, 509 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.309944 s, 338 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.282226 s, 372 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.290182 s, 361 MB/s
w, s, s, 4096, 1, 0, 371.484615
w, s, r, 4096, 1, 0, 361.793616
r, s, s, 4096, 1, 0, 286.130385
r, s, r, 4096, 1, 0, 32.685214
w, s, s, 4096, 1, 0, 358.243828
w, s, r, 4096, 1, 0, 364.191652
r, s, s, 4096, 1, 0, 291.159513
r, s, r, 4096, 1, 0, 32.500719
w, s, s, 1048576, 1, 0, 367.059616
w, s, r, 1048576, 1, 0, 381.119847
r, s, s, 1048576, 1, 0, 298.111117
r, s, r, 1048576, 1, 0, 288.115268
w, s, s, 1048576, 1, 0, 366.289317
w, s, r, 1048576, 1, 0, 385.272364
r, s, s, 1048576, 1, 0, 285.618256
r, s, r, 1048576, 1, 0, 277.475572
w, s, s, 4096, 1, 1, 47.212461
w, s, r, 4096, 1, 1, 49.801242
r, s, s, 4096, 1, 1, 49.079453
r, s, r, 4096, 1, 1, 22.417167
w, s, s, 4096, 1, 1, 50.153863
w, s, r, 4096, 1, 1, 50.274686
r, s, s, 4096, 1, 1, 49.496190
r, s, r, 4096, 1, 1, 22.394957
w, s, s, 1048576, 1, 1, 366.444453
w, s, r, 1048576, 1, 1, 365.634439
r, s, s, 1048576, 1, 1, 338.360253
r, s, r, 1048576, 1, 1, 339.414687
w, s, s, 1048576, 1, 1, 366.924324
w, s, r, 1048576, 1, 1, 366.319002
r, s, s, 1048576, 1, 1, 333.369837
r, s, r, 1048576, 1, 1, 339.700740
r, a, s, 4096, 1, 0, 296.869434
r, a, r, 4096, 1, 0, 32.082789
r, a, s, 4096, 1, 0, 312.255321
r, a, r, 4096, 1, 0, 32.396530
r, a, s, 4096, 15, 0, 282.626529
r, a, r, 4096, 15, 0, 30.485105
r, a, s, 4096, 15, 0, 270.406898
r, a, r, 4096, 15, 0, 32.950391
r, a, s, 4096, 31, 0, 331.353313
r, a, r, 4096, 31, 0, 37.460936
r, a, s, 4096, 31, 0, 425.932479
r, a, r, 4096, 31, 0, 37.534657
r, a, s, 4096, 62, 0, 396.888315
r, a, r, 4096, 62, 0, 37.298960
r, a, s, 4096, 62, 0, 435.566572
r, a, r, 4096, 62, 0, 37.549885
r, a, s, 1048576, 1, 0, 352.490378
r, a, r, 1048576, 1, 0, 315.608944
r, a, s, 1048576, 1, 0, 361.787679
r, a, r, 1048576, 1, 0, 315.519630
r, a, s, 1048576, 15, 0, 401.170884
r, a, r, 1048576, 15, 0, 302.458437
r, a, s, 1048576, 15, 0, 413.967600
r, a, r, 1048576, 15, 0, 303.065478
r, a, s, 1048576, 31, 0, 425.901857
r, a, r, 1048576, 31, 0, 300.644865
r, a, s, 1048576, 31, 0, 416.918090
r, a, r, 1048576, 31, 0, 298.425740
r, a, s, 1048576, 62, 0, 418.799294
r, a, r, 1048576, 62, 0, 299.257752
r, a, s, 1048576, 62, 0, 426.686333
r, a, r, 1048576, 62, 0, 309.995941
r, a, s, 4096, 1, 1, 62.762204
r, a, r, 4096, 1, 1, 37.512099
r, a, s, 4096, 1, 1, 62.240807
r, a, r, 4096, 1, 1, 37.321701
r, a, s, 4096, 15, 1, 195.297880
r, a, r, 4096, 15, 1, 37.446337
r, a, s, 4096, 15, 1, 206.010056
r, a, r, 4096, 15, 1, 37.641407
r, a, s, 4096, 31, 1, 225.306400
r, a, r, 4096, 31, 1, 37.503689
r, a, s, 4096, 31, 1, 227.056964
r, a, r, 4096, 31, 1, 37.749814
r, a, s, 4096, 62, 1, 325.841858
r, a, r, 4096, 62, 1, 37.574562
r, a, s, 4096, 62, 1, 330.252684
r, a, r, 4096, 62, 1, 37.853365
r, a, s, 1048576, 1, 1, 394.443798
r, a, r, 1048576, 1, 1, 316.731375
r, a, s, 1048576, 1, 1, 394.078757
r, a, r, 1048576, 1, 1, 316.769069
r, a, s, 1048576, 15, 1, 481.357237
r, a, r, 1048576, 15, 1, 303.376686
r, a, s, 1048576, 15, 1, 481.023724
r, a, r, 1048576, 15, 1, 306.234706
r, a, s, 1048576, 31, 1, 481.348056
r, a, r, 1048576, 31, 1, 302.099723
r, a, s, 1048576, 31, 1, 480.431937
r, a, r, 1048576, 31, 1, 303.222099
r, a, s, 1048576, 62, 1, 481.244207
r, a, r, 1048576, 62, 1, 301.676958
r, a, s, 1048576, 62, 1, 480.431254
r, a, r, 1048576, 62, 1, 300.264552
