# 1, 50, 5, false, read
size, 0, 0
read, 0, 260110
network, 0, 63183
read, 1, 252702
network, 1, 61004
read, 2, 245482
network, 2, 61141
read, 3, 241379
network, 3, 61030
read, 4, 225866
network, 4, 61181
read, 5, 208254
network, 5, 61209
read, 6, 192006
network, 6, 61116
read, 7, 177750
network, 7, 61098
read, 8, 157584
network, 8, 60944
read, 9, 153748
network, 9, 61091
cmd-read, 0, 2729626
