1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.60486 s, 291 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.10822 s, 337 MB/s
2015-09-20 21:27:15.415642
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.74285 s, 382 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.39657 s, 309 MB/s
2015-09-20 21:27:24.204097
w, s, s, 1048576, 1, 0, 342.052356
w, s, r, 1048576, 1, 0, 345.546042
r, s, s, 1048576, 1, 0, 352.092753
r, s, r, 1048576, 1, 0, 349.059917
w, s, s, 1048576, 1, 0, 337.143788
w, s, r, 1048576, 1, 0, 344.395664
r, s, s, 1048576, 1, 0, 304.679736
r, s, r, 1048576, 1, 0, 284.305746
w, s, s, 10485760, 1, 0, 321.859327
w, s, r, 10485760, 1, 0, 326.483915
r, s, s, 10485760, 1, 0, 411.966537
r, s, r, 10485760, 1, 0, 400.104773
w, s, s, 10485760, 1, 0, 324.198534
w, s, r, 10485760, 1, 0, 328.714789
r, s, s, 10485760, 1, 0, 350.485730
r, s, r, 10485760, 1, 0, 344.215915
w, s, s, 1048576, 1, 1, 257.062733
w, s, r, 1048576, 1, 1, 275.451587
r, s, s, 1048576, 1, 1, 412.534772
r, s, r, 1048576, 1, 1, 418.178061
w, s, s, 1048576, 1, 1, 289.019912
w, s, r, 1048576, 1, 1, 296.828591
r, s, s, 1048576, 1, 1, 359.620938
r, s, r, 1048576, 1, 1, 401.954926
w, s, s, 10485760, 1, 1, 372.001219
w, s, r, 10485760, 1, 1, 367.936536
r, s, s, 10485760, 1, 1, 157.202174
r, s, r, 10485760, 1, 1, 256.621616
w, s, s, 10485760, 1, 1, 377.335479
w, s, r, 10485760, 1, 1, 370.308837
r, s, s, 10485760, 1, 1, 241.264948
r, s, r, 10485760, 1, 1, 257.693137
r, a, s, 1048576, 1, 0, 443.681391
r, a, r, 1048576, 1, 0, 408.658065
r, a, s, 1048576, 1, 0, 456.193460
r, a, r, 1048576, 1, 0, 394.748174
r, a, s, 1048576, 15, 0, 428.457797
r, a, r, 1048576, 15, 0, 376.691263
r, a, r, 10485760, 15, 1, 424.513698
r, a, s, 1048576, 15, 0, 410.473454
r, a, r, 1048576, 15, 0, 379.184452
r, a, s, 1048576, 31, 0, 435.842933
r, a, r, 1048576, 31, 0, 393.230337
r, a, s, 1048576, 31, 0, 439.544741
r, a, r, 1048576, 31, 0, 386.251736
r, a, s, 1048576, 62, 0, 431.730144
r, a, r, 1048576, 62, 0, 387.642954
r, a, s, 1048576, 62, 0, 411.177665
r, a, r, 1048576, 62, 0, 381.780222
r, a, s, 10485760, 1, 0, 438.754566
r, a, r, 10485760, 1, 0, 422.496387
r, a, s, 10485760, 1, 0, 424.849984
r, a, r, 10485760, 1, 0, 424.911230
r, a, s, 10485760, 15, 0, 383.126193
r, a, r, 10485760, 15, 0, 394.769689
r, a, s, 10485760, 15, 0, 414.821073
r, a, r, 10485760, 15, 0, 420.877900
r, a, s, 10485760, 31, 0, 363.476293
r, a, r, 10485760, 31, 0, 428.584104
r, a, s, 10485760, 31, 0, 424.104919
r, a, r, 10485760, 31, 0, 419.052581
r, a, s, 10485760, 62, 0, 325.798200
r, a, r, 10485760, 62, 0, 405.414286
r, a, s, 10485760, 62, 0, 402.960154
r, a, r, 10485760, 62, 0, 402.835066
r, a, s, 1048576, 1, 1, 438.496379
r, a, r, 1048576, 1, 1, 400.755401
r, a, s, 1048576, 1, 1, 462.592809
r, a, r, 1048576, 1, 1, 400.478329
r, a, s, 1048576, 15, 1, 611.331316
r, a, r, 1048576, 15, 1, 372.295870
r, a, s, 1048576, 15, 1, 530.608705
r, a, r, 1048576, 15, 1, 382.856789
r, a, s, 1048576, 31, 1, 510.952277
r, a, r, 1048576, 31, 1, 420.315720
r, a, s, 1048576, 31, 1, 567.036697
r, a, r, 1048576, 31, 1, 416.716899
r, a, s, 1048576, 62, 1, 594.773125
r, a, r, 1048576, 62, 1, 411.692363
r, a, s, 1048576, 62, 1, 571.523971
r, a, r, 1048576, 62, 1, 423.892061
r, a, s, 10485760, 1, 1, 514.819397
r, a, r, 10485760, 1, 1, 467.544741
r, a, s, 10485760, 1, 1, 273.680216
r, a, r, 10485760, 1, 1, 472.000167
r, a, s, 10485760, 15, 1, 410.745230
r, a, r, 10485760, 15, 1, 424.513698
r, a, s, 10485760, 15, 1, 479.885757
r, a, r, 10485760, 15, 1, 431.384388
r, a, s, 10485760, 31, 1, 368.571221
r, a, r, 10485760, 31, 1, 461.569387
r, a, s, 10485760, 31, 1, 484.529335
r, a, r, 10485760, 31, 1, 456.305285
r, a, s, 10485760, 62, 1, 415.835101
r, a, r, 10485760, 62, 1, 427.467628
r, a, s, 10485760, 62, 1, 347.063872
r, a, r, 10485760, 62, 1, 445.483019
