1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.0498 s, 512 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.84718 s, 368 MB/s
2016-01-14
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.48723 s, 422 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.89242 s, 363 MB/s
2016-01-14
w, s, s, 1048576, 1, 0, 376.858154
w, s, r, 1048576, 1, 0, 380.930855
r, s, s, 1048576, 1, 0, 352.241869
r, s, r, 1048576, 1, 0, 327.394066
w, s, s, 1048576, 1, 0, 373.135921
w, s, r, 1048576, 1, 0, 380.054911
r, s, s, 1048576, 1, 0, 336.647430
r, s, r, 1048576, 1, 0, 325.638453
w, s, s, 10485760, 1, 0, 370.681261
w, s, r, 10485760, 1, 0, 376.736658
r, s, s, 10485760, 1, 0, 394.878923
r, s, r, 10485760, 1, 0, 333.720659
w, s, s, 10485760, 1, 0, 372.211563
w, s, r, 10485760, 1, 0, 381.754967
r, s, s, 10485760, 1, 0, 409.757539
r, s, r, 10485760, 1, 0, 326.195049
w, s, s, 1048576, 1, 1, 399.547881
w, s, r, 1048576, 1, 1, 415.284575
r, s, s, 1048576, 1, 1, 380.444824
r, s, r, 1048576, 1, 1, 391.712299
w, s, s, 1048576, 1, 1, 412.834394
w, s, r, 1048576, 1, 1, 415.160382
r, s, s, 1048576, 1, 1, 390.690964
r, s, r, 1048576, 1, 1, 391.443689
w, s, s, 10485760, 1, 1, 440.641211
w, s, r, 10485760, 1, 1, 439.016581
r, s, s, 10485760, 1, 1, 456.860081
r, s, r, 10485760, 1, 1, 454.971346
w, s, s, 10485760, 1, 1, 443.983249
w, s, r, 10485760, 1, 1, 436.661057
r, s, s, 10485760, 1, 1, 458.035052
r, s, r, 10485760, 1, 1, 448.390284
r, a, s, 1048576, 1, 0, 327.259003
r, a, r, 1048576, 1, 0, 318.110177
r, a, s, 1048576, 1, 0, 327.881219
r, a, r, 1048576, 1, 0, 316.972200
r, a, s, 1048576, 15, 0, 326.992930
r, a, r, 1048576, 15, 0, 313.415557
r, a, s, 1048576, 15, 0, 322.952509
r, a, r, 1048576, 15, 0, 313.128906
r, a, s, 1048576, 31, 0, 349.705347
r, a, r, 1048576, 31, 0, 313.543803
r, a, s, 1048576, 31, 0, 325.483211
r, a, r, 1048576, 31, 0, 310.707351
r, a, s, 1048576, 62, 0, 352.901162
r, a, r, 1048576, 62, 0, 311.357663
r, a, s, 1048576, 62, 0, 324.554475
r, a, r, 1048576, 62, 0, 311.671179
r, a, s, 10485760, 1, 0, 323.489245
r, a, r, 10485760, 1, 0, 323.674775
r, a, s, 10485760, 1, 0, 324.416355
r, a, r, 10485760, 1, 0, 322.870948
r, a, s, 10485760, 15, 0, 319.095567
r, a, r, 10485760, 15, 0, 319.578967
r, a, s, 10485760, 15, 0, 321.892176
r, a, r, 10485760, 15, 0, 318.770230
r, a, s, 10485760, 31, 0, 316.427523
r, a, r, 10485760, 31, 0, 314.727044
r, a, s, 10485760, 31, 0, 316.172642
r, a, r, 10485760, 31, 0, 313.841002
r, a, s, 10485760, 62, 0, 315.040448
r, a, r, 10485760, 62, 0, 310.905420
r, a, s, 10485760, 62, 0, 309.933394
r, a, r, 10485760, 62, 0, 310.847021
r, a, s, 1048576, 1, 1, 390.231711
r, a, r, 1048576, 1, 1, 316.181633
r, a, s, 1048576, 1, 1, 387.698842
r, a, r, 1048576, 1, 1, 314.673183
r, a, s, 1048576, 15, 1, 472.477673
r, a, r, 1048576, 15, 1, 311.449027
r, a, s, 1048576, 15, 1, 473.268235
r, a, r, 1048576, 15, 1, 313.989681
r, a, s, 1048576, 31, 1, 474.289454
r, a, r, 1048576, 31, 1, 313.034207
r, a, s, 1048576, 31, 1, 473.322610
r, a, r, 1048576, 31, 1, 312.396169
r, a, s, 1048576, 62, 1, 474.003598
r, a, r, 1048576, 62, 1, 311.458354
r, a, s, 1048576, 62, 1, 472.754114
r, a, r, 1048576, 62, 1, 311.392330
r, a, s, 10485760, 1, 1, 465.117459
r, a, r, 10485760, 1, 1, 323.790027
r, a, s, 10485760, 1, 1, 463.832646
r, a, r, 10485760, 1, 1, 323.634902
r, a, s, 10485760, 15, 1, 474.874427
r, a, r, 10485760, 15, 1, 319.035756
r, a, s, 10485760, 15, 1, 472.434988
r, a, r, 10485760, 15, 1, 319.504598
r, a, s, 10485760, 31, 1, 471.549594
r, a, r, 10485760, 31, 1, 318.375140
r, a, s, 10485760, 31, 1, 474.995918
r, a, r, 10485760, 31, 1, 317.326639
r, a, s, 10485760, 62, 1, 475.008896
r, a, r, 10485760, 62, 1, 311.708334
r, a, s, 10485760, 62, 1, 472.859717
r, a, r, 10485760, 62, 1, 312.431075
