1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.09665 s, 500 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.08299 s, 340 MB/s
2015-08-19 01:13:57.487458
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.53166 s, 414 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.19759 s, 328 MB/s
2015-08-19 01:14:04.752019
w, s, s, 1048576, 1, 0, 349.097736
w, s, r, 1048576, 1, 0, 337.315817
r, s, s, 1048576, 1, 0, 275.752158
r, s, r, 1048576, 1, 0, 269.213069
w, s, s, 1048576, 1, 0, 328.826815
w, s, r, 1048576, 1, 0, 340.254425
r, s, s, 1048576, 1, 0, 289.232001
r, s, r, 1048576, 1, 0, 280.137114
w, s, s, 10485760, 1, 0, 338.603698
w, s, r, 10485760, 1, 0, 333.000947
r, s, s, 10485760, 1, 0, 291.306519
r, s, r, 10485760, 1, 0, 286.121292
w, s, s, 10485760, 1, 0, 343.135662
w, s, r, 10485760, 1, 0, 332.592903
r, s, s, 10485760, 1, 0, 289.012255
r, s, r, 10485760, 1, 0, 279.094988
w, s, s, 1048576, 1, 1, 317.145079
w, s, r, 1048576, 1, 1, 321.317403
r, s, s, 1048576, 1, 1, 324.019568
r, s, r, 1048576, 1, 1, 326.122220
w, s, s, 1048576, 1, 1, 320.678584
w, s, r, 1048576, 1, 1, 320.484669
r, s, s, 1048576, 1, 1, 328.047916
r, s, r, 1048576, 1, 1, 320.794507
w, s, s, 10485760, 1, 1, 369.140095
w, s, r, 10485760, 1, 1, 373.486615
r, s, s, 10485760, 1, 1, 396.403825
r, s, r, 10485760, 1, 1, 421.826874
w, s, s, 10485760, 1, 1, 369.963963
w, s, r, 10485760, 1, 1, 372.200391
r, s, s, 10485760, 1, 1, 398.119901
r, s, r, 10485760, 1, 1, 397.164243
r, a, s, 1048576, 1, 0, 284.035012
r, a, r, 1048576, 1, 0, 271.877043
r, a, s, 1048576, 1, 0, 290.299155
r, a, r, 1048576, 1, 0, 271.774566
r, a, s, 1048576, 15, 0, 294.531529
r, a, r, 1048576, 15, 0, 267.814437
r, a, s, 1048576, 15, 0, 298.604095
r, a, r, 1048576, 15, 0, 266.459369
r, a, s, 1048576, 31, 0, 291.938032
r, a, r, 1048576, 31, 0, 272.250190
r, a, s, 1048576, 31, 0, 295.872072
r, a, r, 1048576, 31, 0, 269.182536
r, a, s, 1048576, 62, 0, 297.687154
r, a, r, 1048576, 62, 0, 267.872883
r, a, s, 1048576, 62, 0, 292.204329
r, a, r, 1048576, 62, 0, 273.296141
r, a, s, 10485760, 1, 0, 285.256071
r, a, r, 10485760, 1, 0, 272.232157
r, a, s, 10485760, 1, 0, 276.781697
r, a, r, 10485760, 1, 0, 266.374563
r, a, s, 10485760, 15, 0, 267.680887
r, a, r, 10485760, 15, 0, 263.941789
r, a, s, 10485760, 15, 0, 273.452832
r, a, r, 10485760, 15, 0, 260.231510
r, a, s, 10485760, 31, 0, 266.510711
r, a, r, 10485760, 31, 0, 263.724153
r, a, s, 10485760, 31, 0, 268.640964
r, a, r, 10485760, 31, 0, 262.272650
r, a, s, 10485760, 62, 0, 261.869590
r, a, r, 10485760, 62, 0, 261.700776
r, a, s, 10485760, 62, 0, 258.781302
r, a, r, 10485760, 62, 0, 259.588930
r, a, s, 1048576, 1, 1, 340.026562
r, a, r, 1048576, 1, 1, 269.087766
r, a, s, 1048576, 1, 1, 390.157552
r, a, r, 1048576, 1, 1, 308.047391
r, a, s, 1048576, 15, 1, 466.568490
r, a, r, 1048576, 15, 1, 304.650118
r, a, s, 1048576, 15, 1, 465.506392
r, a, r, 1048576, 15, 1, 304.281192
r, a, s, 1048576, 31, 1, 427.650887
r, a, r, 1048576, 31, 1, 304.301717
r, a, s, 1048576, 31, 1, 442.675109
r, a, r, 1048576, 31, 1, 303.302671
r, a, s, 1048576, 62, 1, 455.420885
r, a, r, 1048576, 62, 1, 303.749138
r, a, s, 1048576, 62, 1, 432.823299
r, a, r, 1048576, 62, 1, 304.788070
r, a, s, 10485760, 1, 1, 453.379251
r, a, r, 10485760, 1, 1, 324.996285
r, a, s, 10485760, 1, 1, 453.844274
r, a, r, 10485760, 1, 1, 327.666589
r, a, s, 10485760, 15, 1, 438.943566
r, a, r, 10485760, 15, 1, 324.077190
r, a, s, 10485760, 15, 1, 437.418093
r, a, r, 10485760, 15, 1, 322.690262
r, a, s, 10485760, 31, 1, 462.512641
r, a, r, 10485760, 31, 1, 319.121582
r, a, s, 10485760, 31, 1, 444.657982
r, a, r, 10485760, 31, 1, 316.977463
r, a, s, 10485760, 62, 1, 445.058348
r, a, r, 10485760, 62, 1, 313.190091
r, a, s, 10485760, 62, 1, 446.445137
r, a, r, 10485760, 62, 1, 313.273115
