25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.206173 s, 509 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.313125 s, 335 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.299013 s, 351 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.278879 s, 376 MB/s
w, s, s, 4096, 1, 0, 377.465456
w, s, r, 4096, 1, 0, 364.725184
r, s, s, 4096, 1, 0, 412.218272
r, s, r, 4096, 1, 0, 39.160812
w, s, s, 4096, 1, 0, 363.369717
w, s, r, 4096, 1, 0, 362.245650
r, s, s, 4096, 1, 0, 327.904627
r, s, r, 4096, 1, 0, 38.954464
w, s, s, 1048576, 1, 0, 368.589712
w, s, r, 1048576, 1, 0, 382.222792
r, s, s, 1048576, 1, 0, 356.195156
r, s, r, 1048576, 1, 0, 314.500970
w, s, s, 1048576, 1, 0, 375.028660
w, s, r, 1048576, 1, 0, 387.459380
r, s, s, 1048576, 1, 0, 343.354999
r, s, r, 1048576, 1, 0, 314.495889
w, s, s, 4096, 1, 1, 54.982825
w, s, r, 4096, 1, 1, 59.217958
r, s, s, 4096, 1, 1, 58.755808
r, s, r, 4096, 1, 1, 26.182371
w, s, s, 4096, 1, 1, 58.805975
w, s, r, 4096, 1, 1, 59.990933
r, s, s, 4096, 1, 1, 60.954399
r, s, r, 4096, 1, 1, 26.423896
w, s, s, 1048576, 1, 1, 410.538342
w, s, r, 1048576, 1, 1, 410.905958
r, s, s, 1048576, 1, 1, 386.923076
r, s, r, 1048576, 1, 1, 391.406301
w, s, s, 1048576, 1, 1, 414.725906
w, s, r, 1048576, 1, 1, 414.670339
r, s, s, 1048576, 1, 1, 387.334333
r, s, r, 1048576, 1, 1, 386.123934
r, a, s, 4096, 1, 0, 397.213751
r, a, r, 4096, 1, 0, 38.781034
r, a, s, 4096, 1, 0, 377.583236
r, a, r, 4096, 1, 0, 38.546566
r, a, s, 4096, 15, 0, 376.258007
r, a, r, 4096, 15, 0, 38.993357
r, a, s, 4096, 15, 0, 364.049573
r, a, r, 4096, 15, 0, 38.881244
r, a, s, 4096, 31, 0, 375.317141
r, a, r, 4096, 31, 0, 38.884690
r, a, s, 4096, 31, 0, 375.799773
r, a, r, 4096, 31, 0, 38.846635
r, a, s, 4096, 62, 0, 415.999191
r, a, r, 4096, 62, 0, 39.098292
r, a, s, 4096, 62, 0, 391.566224
r, a, r, 4096, 62, 0, 38.573753
r, a, s, 1048576, 1, 0, 350.481335
r, a, r, 1048576, 1, 0, 312.501206
r, a, s, 1048576, 1, 0, 318.605945
r, a, r, 1048576, 1, 0, 310.741498
r, a, s, 1048576, 15, 0, 358.320822
r, a, r, 1048576, 15, 0, 306.310671
r, a, s, 1048576, 15, 0, 382.511027
r, a, r, 1048576, 15, 0, 299.910432
r, a, s, 1048576, 31, 0, 362.557750
r, a, r, 1048576, 31, 0, 298.289419
r, a, s, 1048576, 31, 0, 375.901338
r, a, r, 1048576, 31, 0, 300.880391
r, a, s, 1048576, 62, 0, 378.739636
r, a, r, 1048576, 62, 0, 302.125046
r, a, s, 1048576, 62, 0, 401.516995
r, a, r, 1048576, 62, 0, 304.676493
r, a, s, 4096, 1, 1, 66.390419
r, a, r, 4096, 1, 1, 38.732957
r, a, s, 4096, 1, 1, 67.235906
r, a, r, 4096, 1, 1, 38.393592
r, a, s, 4096, 15, 1, 206.476792
r, a, r, 4096, 15, 1, 38.758050
r, a, s, 4096, 15, 1, 209.699448
r, a, r, 4096, 15, 1, 38.979298
r, a, s, 4096, 31, 1, 225.810617
r, a, r, 4096, 31, 1, 38.430048
r, a, s, 4096, 31, 1, 222.087727
r, a, r, 4096, 31, 1, 39.129899
r, a, s, 4096, 62, 1, 323.532972
r, a, r, 4096, 62, 1, 38.849799
r, a, s, 4096, 62, 1, 324.077182
r, a, r, 4096, 62, 1, 38.923163
r, a, s, 1048576, 1, 1, 384.356515
r, a, r, 1048576, 1, 1, 302.993901
r, a, s, 1048576, 1, 1, 387.000448
r, a, r, 1048576, 1, 1, 309.853184
r, a, s, 1048576, 15, 1, 479.687352
r, a, r, 1048576, 15, 1, 301.359798
r, a, s, 1048576, 15, 1, 473.339662
r, a, r, 1048576, 15, 1, 300.876007
r, a, s, 1048576, 31, 1, 478.773191
r, a, r, 1048576, 31, 1, 301.075384
r, a, s, 1048576, 31, 1, 464.946172
r, a, r, 1048576, 31, 1, 298.557904
r, a, s, 1048576, 62, 1, 470.156192
r, a, r, 1048576, 62, 1, 302.526691
r, a, s, 1048576, 62, 1, 476.578584
r, a, r, 1048576, 62, 1, 300.618273
