1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.9165 s, 268 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.15148 s, 333 MB/s
2015-09-22 03:10:21.974385
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.79216 s, 376 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.5735 s, 293 MB/s
2015-09-22 03:10:31.153560
w, s, s, 1048576, 1, 0, 333.631066
w, s, r, 1048576, 1, 0, 323.568709
r, s, s, 1048576, 1, 0, 353.234999
r, s, r, 1048576, 1, 0, 340.937731
w, s, s, 1048576, 1, 0, 332.958712
w, s, r, 1048576, 1, 0, 335.613110
r, s, s, 1048576, 1, 0, 315.123709
r, s, r, 1048576, 1, 0, 347.924223
w, s, s, 10485760, 1, 0, 314.631485
w, s, r, 10485760, 1, 0, 322.032397
r, s, s, 10485760, 1, 0, 358.509991
r, s, r, 10485760, 1, 0, 356.508542
w, s, s, 10485760, 1, 0, 312.098011
w, s, r, 10485760, 1, 0, 323.641754
r, s, s, 10485760, 1, 0, 322.735164
r, s, r, 10485760, 1, 0, 353.149876
w, s, s, 1048576, 1, 1, 218.468619
w, s, r, 1048576, 1, 1, 209.893543
r, s, s, 1048576, 1, 1, 342.830891
r, s, r, 1048576, 1, 1, 422.000399
w, s, s, 1048576, 1, 1, 238.343704
w, s, r, 1048576, 1, 1, 207.984240
r, s, s, 1048576, 1, 1, 336.392693
r, s, r, 1048576, 1, 1, 416.029248
w, s, s, 10485760, 1, 1, 358.406641
w, s, r, 10485760, 1, 1, 353.135185
r, s, s, 10485760, 1, 1, 172.956489
r, s, r, 10485760, 1, 1, 214.335982
w, s, s, 10485760, 1, 1, 354.507138
w, s, r, 10485760, 1, 1, 358.701316
r, s, s, 10485760, 1, 1, 164.889432
r, s, r, 10485760, 1, 1, 211.520556
r, a, s, 1048576, 1, 0, 342.428314
r, a, r, 1048576, 1, 0, 326.934674
r, a, s, 1048576, 1, 0, 329.262283
r, a, r, 1048576, 1, 0, 292.708587
r, a, s, 1048576, 15, 0, 320.944640
r, a, r, 1048576, 15, 0, 314.901448
r, a, s, 1048576, 15, 0, 346.641601
r, a, s, 1048576, 62, 1, 435.392388
r, a, r, 1048576, 15, 0, 318.215402
r, a, s, 1048576, 31, 0, 347.149286
r, a, r, 1048576, 31, 0, 313.764693
r, a, s, 1048576, 31, 0, 397.402267
r, a, r, 1048576, 31, 0, 371.312600
r, a, s, 1048576, 62, 0, 396.785588
r, a, r, 1048576, 62, 0, 360.103734
r, a, s, 1048576, 62, 0, 401.653349
r, a, r, 1048576, 62, 0, 368.785014
r, a, s, 10485760, 1, 0, 369.892169
r, a, r, 10485760, 1, 0, 358.538841
r, a, s, 10485760, 1, 0, 391.618555
r, a, r, 10485760, 1, 0, 396.819071
r, a, s, 10485760, 15, 0, 378.611540
r, a, r, 10485760, 15, 0, 387.705413
r, a, s, 10485760, 15, 0, 395.444694
r, a, r, 10485760, 15, 0, 386.226223
r, a, s, 10485760, 31, 0, 343.098493
r, a, r, 10485760, 31, 0, 378.322710
r, a, s, 10485760, 31, 0, 383.533486
r, a, r, 10485760, 31, 0, 375.364387
r, a, s, 10485760, 62, 0, 299.879227
r, a, r, 10485760, 62, 0, 368.854532
r, a, s, 10485760, 62, 0, 340.805332
r, a, r, 10485760, 62, 0, 345.065088
r, a, s, 1048576, 1, 1, 509.319990
r, a, r, 1048576, 1, 1, 356.958766
r, a, s, 1048576, 1, 1, 506.479958
r, a, r, 1048576, 1, 1, 372.958198
r, a, s, 1048576, 15, 1, 450.131652
r, a, r, 1048576, 15, 1, 361.803806
r, a, s, 1048576, 15, 1, 524.873614
r, a, r, 1048576, 15, 1, 366.813136
r, a, s, 1048576, 31, 1, 453.595649
r, a, r, 1048576, 31, 1, 361.606275
r, a, s, 1048576, 31, 1, 458.811595
r, a, r, 1048576, 31, 1, 363.431311
r, a, s, 1048576, 62, 1, 462.598708
r, a, r, 1048576, 62, 1, 347.040070
r, a, s, 1048576, 62, 1, 435.392388
r, a, r, 1048576, 62, 1, 333.363146
r, a, s, 10485760, 1, 1, 218.607047
r, a, r, 10485760, 1, 1, 383.627062
r, a, s, 10485760, 1, 1, 217.441132
r, a, r, 10485760, 1, 1, 393.895099
r, a, s, 10485760, 15, 1, 442.512616
r, a, r, 10485760, 15, 1, 393.104503
r, a, s, 10485760, 15, 1, 439.772133
r, a, r, 10485760, 15, 1, 388.679111
r, a, s, 10485760, 31, 1, 447.059292
r, a, r, 10485760, 31, 1, 376.222277
r, a, s, 10485760, 31, 1, 428.483396
r, a, r, 10485760, 31, 1, 373.030384
r, a, s, 10485760, 62, 1, 397.132394
r, a, r, 10485760, 62, 1, 335.980869
r, a, s, 10485760, 62, 1, 407.982418
r, a, r, 10485760, 62, 1, 367.745538
