1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 4.0763 s, 257 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.15509 s, 332 MB/s
2015-09-20 21:01:02.317815
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.91957 s, 359 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.51901 s, 298 MB/s
2015-09-20 21:01:11.617238
w, s, s, 1048576, 1, 0, 337.268552
w, s, r, 1048576, 1, 0, 337.188948
r, s, s, 1048576, 1, 0, 354.804697
r, s, r, 1048576, 1, 0, 320.621530
w, s, s, 1048576, 1, 0, 331.952964
w, s, r, 1048576, 1, 0, 339.931016
r, s, s, 1048576, 1, 0, 288.819143
r, s, r, 1048576, 1, 0, 313.982326
w, s, s, 10485760, 1, 0, 318.931234
w, s, r, 10485760, 1, 0, 321.810977
r, s, s, 10485760, 1, 0, 357.199733
r, s, r, 10485760, 1, 0, 369.136256
w, s, s, 10485760, 1, 0, 317.417973
w, s, r, 10485760, 1, 0, 323.416937
r, s, s, 10485760, 1, 0, 319.895523
r, s, r, 10485760, 1, 0, 312.391255
w, s, s, 1048576, 1, 1, 290.411937
w, s, r, 1048576, 1, 1, 252.629750
r, s, s, 1048576, 1, 1, 387.710953
r, s, r, 1048576, 1, 1, 389.826843
w, s, s, 1048576, 1, 1, 290.339279
w, s, r, 1048576, 1, 1, 292.502061
r, s, s, 1048576, 1, 1, 297.516980
r, s, r, 1048576, 1, 1, 290.201715
w, s, s, 10485760, 1, 1, 351.769545
w, s, r, 10485760, 1, 1, 355.797429
r, s, s, 10485760, 1, 1, 185.600411
r, s, r, 10485760, 1, 1, 192.375964
w, s, s, 10485760, 1, 1, 360.205563
w, s, r, 10485760, 1, 1, 357.344715
r, s, s, 10485760, 1, 1, 148.833144
r, a, s, 1048576, 62, 1, 428.004489
r, s, r, 10485760, 1, 1, 151.431912
r, a, s, 1048576, 1, 0, 341.184603
r, a, r, 1048576, 1, 0, 327.101245
r, a, s, 1048576, 1, 0, 389.949799
r, a, r, 1048576, 1, 0, 361.404568
r, a, s, 1048576, 15, 0, 373.560739
r, a, r, 1048576, 15, 0, 337.651693
r, a, s, 1048576, 15, 0, 376.069789
r, a, r, 1048576, 15, 0, 351.671874
r, a, s, 1048576, 31, 0, 372.033329
r, a, r, 1048576, 31, 0, 344.008688
r, a, s, 1048576, 31, 0, 373.309751
r, a, r, 1048576, 31, 0, 346.213750
r, a, s, 1048576, 62, 0, 370.902067
r, a, r, 1048576, 62, 0, 336.955207
r, a, s, 1048576, 62, 0, 339.599722
r, a, r, 1048576, 62, 0, 319.821786
r, a, s, 10485760, 1, 0, 366.545286
r, a, r, 10485760, 1, 0, 379.048110
r, a, s, 10485760, 1, 0, 376.944822
r, a, r, 10485760, 1, 0, 373.771750
r, a, s, 10485760, 15, 0, 357.629991
r, a, r, 10485760, 15, 0, 370.778753
r, a, s, 10485760, 15, 0, 369.559960
r, a, r, 10485760, 15, 0, 366.027145
r, a, s, 10485760, 31, 0, 324.963079
r, a, r, 10485760, 31, 0, 350.999897
r, a, s, 10485760, 31, 0, 366.338660
r, a, r, 10485760, 31, 0, 357.028553
r, a, s, 10485760, 62, 0, 257.799359
r, a, r, 10485760, 62, 0, 327.451411
r, a, s, 10485760, 62, 0, 347.422422
r, a, r, 10485760, 62, 0, 353.459244
r, a, s, 1048576, 1, 1, 445.625693
r, a, r, 1048576, 1, 1, 353.875865
r, a, s, 1048576, 1, 1, 483.161927
r, a, r, 1048576, 1, 1, 392.854265
r, a, s, 1048576, 15, 1, 438.140160
r, a, r, 1048576, 15, 1, 374.039699
r, a, s, 1048576, 15, 1, 444.834214
r, a, r, 1048576, 15, 1, 371.462960
r, a, s, 1048576, 31, 1, 435.079513
r, a, r, 1048576, 31, 1, 375.723668
r, a, s, 1048576, 31, 1, 433.798752
r, a, r, 1048576, 31, 1, 350.177586
r, a, s, 1048576, 62, 1, 406.201497
r, a, r, 1048576, 62, 1, 372.248453
r, a, s, 1048576, 62, 1, 428.004489
r, a, r, 1048576, 62, 1, 373.059939
r, a, s, 10485760, 1, 1, 208.798037
r, a, r, 10485760, 1, 1, 402.393252
r, a, s, 10485760, 1, 1, 205.046689
r, a, r, 10485760, 1, 1, 397.942772
r, a, s, 10485760, 15, 1, 412.508936
r, a, r, 10485760, 15, 1, 395.095584
r, a, s, 10485760, 15, 1, 409.726580
r, a, r, 10485760, 15, 1, 398.837243
r, a, s, 10485760, 31, 1, 374.539209
r, a, r, 10485760, 31, 1, 356.117401
r, a, s, 10485760, 31, 1, 353.101690
r, a, r, 10485760, 31, 1, 390.712772
r, a, s, 10485760, 62, 1, 327.958367
r, a, r, 10485760, 62, 1, 380.994454
r, a, s, 10485760, 62, 1, 371.885499
r, a, r, 10485760, 62, 1, 375.304474
