1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 4.05639 s, 258 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.16444 s, 331 MB/s
2015-09-20 21:01:02.317861
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.91629 s, 360 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.54373 s, 296 MB/s
2015-09-20 21:01:11.617279
w, s, s, 1048576, 1, 0, 335.459385
w, s, r, 1048576, 1, 0, 340.534622
r, s, s, 1048576, 1, 0, 293.429010
r, s, r, 1048576, 1, 0, 333.162364
w, s, s, 1048576, 1, 0, 333.160792
w, s, r, 1048576, 1, 0, 335.629887
r, s, s, 1048576, 1, 0, 308.461829
r, s, r, 1048576, 1, 0, 300.549029
w, s, s, 10485760, 1, 0, 319.021657
w, s, r, 10485760, 1, 0, 321.436711
r, s, s, 10485760, 1, 0, 322.789753
r, s, r, 10485760, 1, 0, 336.920174
w, s, s, 10485760, 1, 0, 321.474344
w, s, r, 10485760, 1, 0, 323.938067
r, s, s, 10485760, 1, 0, 364.662653
r, s, r, 10485760, 1, 0, 357.806165
w, s, s, 1048576, 1, 1, 252.789534
w, s, r, 1048576, 1, 1, 241.760476
r, s, s, 1048576, 1, 1, 367.636131
r, s, r, 1048576, 1, 1, 366.537573
w, s, s, 1048576, 1, 1, 242.735061
w, s, r, 1048576, 1, 1, 241.700555
r, s, s, 1048576, 1, 1, 315.746463
r, s, r, 1048576, 1, 1, 306.514531
w, s, s, 10485760, 1, 1, 354.146638
w, s, r, 10485760, 1, 1, 347.269602
r, s, s, 10485760, 1, 1, 183.934134
r, s, r, 10485760, 1, 1, 197.108983
w, s, s, 10485760, 1, 1, 356.086531
w, s, r, 10485760, 1, 1, 352.943382
r, s, s, 10485760, 1, 1, 148.310836
r, s, r, 10485760, 1, 1, 150.899045
r, a, s, 1048576, 1, 0, 289.682057
r, a, r, 1048576, 1, 0, 301.283620
r, a, s, 1048576, 1, 0, 353.189043
r, a, r, 1048576, 1, 0, 330.273323
r, a, s, 1048576, 15, 0, 343.791985
r, a, s, 10485760, 1, 1, 208.264613
r, a, r, 1048576, 15, 0, 311.368125
r, a, s, 1048576, 15, 0, 345.495262
r, a, r, 1048576, 15, 0, 376.228757
r, a, s, 1048576, 31, 0, 414.732675
r, a, r, 1048576, 31, 0, 373.628909
r, a, s, 1048576, 31, 0, 404.283189
r, a, r, 1048576, 31, 0, 371.952038
r, a, s, 1048576, 62, 0, 405.960877
r, a, r, 1048576, 62, 0, 363.264356
r, a, s, 1048576, 62, 0, 366.293017
r, a, r, 1048576, 62, 0, 344.645744
r, a, s, 10485760, 1, 0, 400.814742
r, a, r, 10485760, 1, 0, 408.846573
r, a, s, 10485760, 1, 0, 403.787935
r, a, r, 10485760, 1, 0, 404.438904
r, a, s, 10485760, 15, 0, 395.963851
r, a, r, 10485760, 15, 0, 400.898447
r, a, s, 10485760, 15, 0, 402.582569
r, a, r, 10485760, 15, 0, 404.439939
r, a, s, 10485760, 31, 0, 342.405929
r, a, r, 10485760, 31, 0, 380.027396
r, a, s, 10485760, 31, 0, 398.876422
r, a, r, 10485760, 31, 0, 386.563077
r, a, s, 10485760, 62, 0, 274.237495
r, a, r, 10485760, 62, 0, 351.242556
r, a, s, 10485760, 62, 0, 376.908981
r, a, r, 10485760, 62, 0, 382.889375
r, a, s, 1048576, 1, 1, 476.576470
r, a, r, 1048576, 1, 1, 377.921598
r, a, s, 1048576, 1, 1, 484.308355
r, a, r, 1048576, 1, 1, 387.485133
r, a, s, 1048576, 15, 1, 434.400055
r, a, r, 1048576, 15, 1, 366.422092
r, a, s, 1048576, 15, 1, 447.277403
r, a, r, 1048576, 15, 1, 366.012854
r, a, s, 1048576, 31, 1, 431.273657
r, a, r, 1048576, 31, 1, 370.462015
r, a, s, 1048576, 31, 1, 434.267280
r, a, r, 1048576, 31, 1, 352.129213
r, a, s, 1048576, 62, 1, 405.223792
r, a, r, 1048576, 62, 1, 364.837266
r, a, s, 1048576, 62, 1, 426.203636
r, a, r, 1048576, 62, 1, 371.149226
r, a, s, 10485760, 1, 1, 208.264613
r, a, r, 10485760, 1, 1, 401.763873
r, a, s, 10485760, 1, 1, 205.564919
r, a, r, 10485760, 1, 1, 403.655249
r, a, s, 10485760, 15, 1, 414.111052
r, a, r, 10485760, 15, 1, 399.093990
r, a, s, 10485760, 15, 1, 410.991246
r, a, r, 10485760, 15, 1, 396.733917
r, a, s, 10485760, 31, 1, 373.503982
r, a, r, 10485760, 31, 1, 367.009991
r, a, s, 10485760, 31, 1, 353.648608
r, a, r, 10485760, 31, 1, 385.349620
r, a, s, 10485760, 62, 1, 327.157830
r, a, r, 10485760, 62, 1, 378.154636
r, a, s, 10485760, 62, 1, 374.418733
r, a, r, 10485760, 62, 1, 367.946138
