1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.12834 s, 493 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.95149 s, 355 MB/s
2015-08-26 01:21:22.211729
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.48294 s, 422 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.93915 s, 357 MB/s
2015-08-26 01:21:29.326717
w, s, s, 1048576, 1, 0, 349.119384
w, s, r, 1048576, 1, 0, 376.793991
r, s, s, 1048576, 1, 0, 290.159015
r, s, r, 1048576, 1, 0, 274.795427
w, s, s, 1048576, 1, 0, 369.913151
w, s, r, 1048576, 1, 0, 357.703044
r, s, s, 1048576, 1, 0, 270.886038
r, s, r, 1048576, 1, 0, 267.466900
w, s, s, 10485760, 1, 0, 375.535366
w, s, r, 10485760, 1, 0, 371.221207
r, s, s, 10485760, 1, 0, 270.184894
r, s, r, 10485760, 1, 0, 270.602858
w, s, s, 10485760, 1, 0, 359.692748
w, s, r, 10485760, 1, 0, 363.472981
r, s, s, 10485760, 1, 0, 261.600518
r, s, r, 10485760, 1, 0, 257.122541
w, s, s, 1048576, 1, 1, 344.438038
w, s, r, 1048576, 1, 1, 360.867572
r, s, s, 1048576, 1, 1, 321.228204
r, s, r, 1048576, 1, 1, 330.392060
w, s, s, 1048576, 1, 1, 359.793482
w, s, r, 1048576, 1, 1, 354.697925
r, s, s, 1048576, 1, 1, 326.213579
r, s, r, 1048576, 1, 1, 326.300459
w, s, s, 10485760, 1, 1, 390.866946
w, s, r, 10485760, 1, 1, 382.973437
r, s, s, 10485760, 1, 1, 404.426537
r, s, r, 10485760, 1, 1, 403.155196
w, s, s, 10485760, 1, 1, 387.729635
w, s, r, 10485760, 1, 1, 393.409148
r, s, s, 10485760, 1, 1, 422.708611
r, s, r, 10485760, 1, 1, 416.141478
r, a, s, 1048576, 1, 0, 274.113614
r, a, r, 1048576, 1, 0, 260.274520
r, a, s, 1048576, 1, 0, 276.110709
r, a, r, 1048576, 1, 0, 269.161709
r, a, s, 1048576, 15, 0, 272.240647
r, a, r, 1048576, 15, 0, 265.729314
r, a, s, 1048576, 15, 0, 290.648458
r, a, r, 1048576, 15, 0, 272.520229
r, a, s, 1048576, 31, 0, 286.493614
r, a, r, 1048576, 31, 0, 274.876672
r, a, s, 1048576, 31, 0, 287.887760
r, a, r, 1048576, 31, 0, 274.854060
r, a, s, 1048576, 62, 0, 290.002372
r, a, r, 1048576, 62, 0, 275.207786
r, a, s, 1048576, 62, 0, 293.524195
r, a, r, 1048576, 62, 0, 272.472656
r, a, s, 10485760, 1, 0, 289.776239
r, a, r, 10485760, 1, 0, 285.840887
r, a, s, 10485760, 1, 0, 288.653450
r, a, r, 10485760, 1, 0, 285.154389
r, a, s, 10485760, 15, 0, 286.665555
r, a, r, 10485760, 15, 0, 283.930894
r, a, s, 10485760, 15, 0, 286.138599
r, a, r, 10485760, 15, 0, 283.854562
r, a, s, 10485760, 31, 0, 283.756615
r, a, r, 10485760, 31, 0, 281.511597
r, a, s, 10485760, 31, 0, 284.836693
r, a, r, 10485760, 31, 0, 280.250425
r, a, s, 10485760, 62, 0, 280.463596
r, a, r, 10485760, 62, 0, 275.407383
r, a, s, 10485760, 62, 0, 276.788713
r, a, r, 10485760, 62, 0, 275.907508
r, a, s, 1048576, 1, 1, 350.229959
r, a, r, 1048576, 1, 1, 280.005198
r, a, s, 1048576, 1, 1, 353.126026
r, a, r, 1048576, 1, 1, 278.572739
r, a, s, 1048576, 15, 1, 436.728166
r, a, r, 1048576, 15, 1, 275.493158
r, a, s, 1048576, 15, 1, 438.922192
r, a, r, 1048576, 15, 1, 274.535913
r, a, s, 1048576, 31, 1, 441.357563
r, a, r, 1048576, 31, 1, 301.225698
r, a, s, 1048576, 31, 1, 466.964602
r, a, r, 1048576, 31, 1, 310.518857
r, a, s, 1048576, 62, 1, 466.026228
r, a, r, 1048576, 62, 1, 310.942334
r, a, s, 1048576, 62, 1, 467.471550
r, a, r, 1048576, 62, 1, 311.810153
r, a, s, 10485760, 1, 1, 459.036805
r, a, r, 10485760, 1, 1, 325.922295
r, a, s, 10485760, 1, 1, 464.448077
r, a, r, 10485760, 1, 1, 325.071372
r, a, s, 10485760, 15, 1, 468.367713
r, a, r, 10485760, 15, 1, 323.417112
r, a, s, 10485760, 15, 1, 468.131119
r, a, r, 10485760, 15, 1, 324.491373
r, a, s, 10485760, 31, 1, 467.660918
r, a, r, 10485760, 31, 1, 320.598153
r, a, s, 10485760, 31, 1, 467.872620
r, a, r, 10485760, 31, 1, 322.102970
r, a, s, 10485760, 62, 1, 468.309051
r, a, r, 10485760, 62, 1, 315.158091
r, a, s, 10485760, 62, 1, 468.451417
r, a, r, 10485760, 62, 1, 317.145081
