25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.205857 s, 509 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.301367 s, 348 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.321312 s, 326 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.273374 s, 384 MB/s
w, s, s, 4096, 1, 0, 387.911705
w, s, r, 4096, 1, 0, 376.851395
r, s, s, 4096, 1, 0, 291.079691
r, s, r, 4096, 1, 0, 34.382338
w, s, s, 4096, 1, 0, 364.795693
w, s, r, 4096, 1, 0, 373.351469
r, s, s, 4096, 1, 0, 300.595433
r, s, r, 4096, 1, 0, 34.621010
w, s, s, 1048576, 1, 0, 373.292352
w, s, r, 1048576, 1, 0, 387.340455
r, s, s, 1048576, 1, 0, 294.664647
r, s, r, 1048576, 1, 0, 285.903642
w, s, s, 1048576, 1, 0, 377.805137
w, s, r, 1048576, 1, 0, 391.672798
r, s, s, 1048576, 1, 0, 295.866602
r, s, r, 1048576, 1, 0, 293.284811
w, s, s, 4096, 1, 1, 49.394979
w, s, r, 4096, 1, 1, 53.948974
r, s, s, 4096, 1, 1, 53.150812
r, s, r, 4096, 1, 1, 23.857000
w, s, s, 4096, 1, 1, 53.254829
w, s, r, 4096, 1, 1, 53.767054
r, s, s, 4096, 1, 1, 53.134761
r, s, r, 4096, 1, 1, 23.719984
w, s, s, 1048576, 1, 1, 380.506307
w, s, r, 1048576, 1, 1, 367.821070
r, s, s, 1048576, 1, 1, 331.712742
r, s, r, 1048576, 1, 1, 332.595000
w, s, s, 1048576, 1, 1, 380.528853
w, s, r, 1048576, 1, 1, 377.443098
r, s, s, 1048576, 1, 1, 335.507878
r, s, r, 1048576, 1, 1, 334.346886
r, a, s, 4096, 1, 0, 274.409717
r, a, r, 4096, 1, 0, 32.329532
r, a, s, 4096, 1, 0, 279.867452
r, a, r, 4096, 1, 0, 32.727651
r, a, s, 4096, 15, 0, 301.108362
r, a, r, 4096, 15, 0, 34.136741
r, a, s, 4096, 15, 0, 298.469233
r, a, r, 4096, 15, 0, 34.284631
r, a, s, 4096, 31, 0, 298.704624
r, a, r, 4096, 31, 0, 39.262428
r, a, s, 4096, 31, 0, 341.760433
r, a, r, 4096, 31, 0, 38.927256
r, a, s, 4096, 62, 0, 368.344316
r, a, r, 4096, 62, 0, 37.040925
r, a, s, 4096, 62, 0, 340.697774
r, a, r, 4096, 62, 0, 39.187787
r, a, s, 1048576, 1, 0, 332.907109
r, a, r, 1048576, 1, 0, 323.827519
r, a, s, 1048576, 1, 0, 333.325849
r, a, r, 1048576, 1, 0, 323.679646
r, a, s, 1048576, 15, 0, 390.135114
r, a, r, 1048576, 15, 0, 316.107211
r, a, s, 1048576, 15, 0, 366.011262
r, a, r, 1048576, 15, 0, 317.657367
r, a, s, 1048576, 31, 0, 332.754319
r, a, r, 1048576, 31, 0, 319.832390
r, a, s, 1048576, 31, 0, 334.428035
r, a, r, 1048576, 31, 0, 316.905419
r, a, s, 1048576, 62, 0, 343.764965
r, a, r, 1048576, 62, 0, 313.545236
r, a, s, 1048576, 62, 0, 351.732050
r, a, r, 1048576, 62, 0, 313.164871
r, a, s, 4096, 1, 1, 68.274448
r, a, r, 4096, 1, 1, 38.922529
r, a, s, 4096, 1, 1, 67.667130
r, a, r, 4096, 1, 1, 38.989797
r, a, s, 4096, 15, 1, 186.966218
r, a, r, 4096, 15, 1, 39.221191
r, a, s, 4096, 15, 1, 223.630472
r, a, r, 4096, 15, 1, 39.322582
r, a, s, 4096, 31, 1, 231.284431
r, a, r, 4096, 31, 1, 39.211475
r, a, s, 4096, 31, 1, 251.794020
r, a, r, 4096, 31, 1, 38.385578
r, a, s, 4096, 62, 1, 322.735725
r, a, r, 4096, 62, 1, 39.185007
r, a, s, 4096, 62, 1, 322.970850
r, a, r, 4096, 62, 1, 39.264687
r, a, s, 1048576, 1, 1, 397.739586
r, a, r, 1048576, 1, 1, 328.023198
r, a, s, 1048576, 1, 1, 397.917452
r, a, r, 1048576, 1, 1, 325.686887
r, a, s, 1048576, 15, 1, 481.093245
r, a, r, 1048576, 15, 1, 316.023919
r, a, s, 1048576, 15, 1, 480.866405
r, a, r, 1048576, 15, 1, 319.391076
r, a, s, 1048576, 31, 1, 481.290698
r, a, r, 1048576, 31, 1, 315.962548
r, a, s, 1048576, 31, 1, 480.408691
r, a, r, 1048576, 31, 1, 317.160988
r, a, s, 1048576, 62, 1, 480.695795
r, a, r, 1048576, 62, 1, 315.018929
r, a, s, 1048576, 62, 1, 481.108663
r, a, r, 1048576, 62, 1, 318.769106
