1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.0506 s, 511 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.81098 s, 373 MB/s
2015-08-25 06:41:05.833313
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.49657 s, 420 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.90621 s, 361 MB/s
2015-08-25 06:41:12.735112
w, s, s, 1048576, 1, 0, 363.761054
w, s, r, 1048576, 1, 0, 394.806857
r, s, s, 1048576, 1, 0, 327.167782
r, s, r, 1048576, 1, 0, 316.047479
w, s, s, 1048576, 1, 0, 378.820148
w, s, r, 1048576, 1, 0, 358.503491
r, s, s, 1048576, 1, 0, 324.441107
r, s, r, 1048576, 1, 0, 300.384043
w, s, s, 10485760, 1, 0, 369.465889
w, s, r, 10485760, 1, 0, 350.988232
r, s, s, 10485760, 1, 0, 340.300734
r, s, r, 10485760, 1, 0, 327.761117
w, s, s, 10485760, 1, 0, 377.724188
w, s, r, 10485760, 1, 0, 383.756879
r, s, s, 10485760, 1, 0, 315.761776
r, s, r, 10485760, 1, 0, 314.861628
w, s, s, 1048576, 1, 1, 399.440477
w, s, r, 1048576, 1, 1, 408.213993
r, s, s, 1048576, 1, 1, 381.090131
r, s, r, 1048576, 1, 1, 386.774125
w, s, s, 1048576, 1, 1, 410.765655
w, s, r, 1048576, 1, 1, 405.727251
r, s, s, 1048576, 1, 1, 380.338532
r, s, r, 1048576, 1, 1, 369.899086
w, s, s, 10485760, 1, 1, 444.537647
w, s, r, 10485760, 1, 1, 444.022473
r, s, s, 10485760, 1, 1, 456.652553
r, s, r, 10485760, 1, 1, 451.134685
w, s, s, 10485760, 1, 1, 444.041297
w, s, r, 10485760, 1, 1, 448.513283
r, s, s, 10485760, 1, 1, 448.717917
r, s, r, 10485760, 1, 1, 454.730912
r, a, s, 1048576, 1, 0, 309.204668
r, a, r, 1048576, 1, 0, 304.063853
r, a, s, 1048576, 1, 0, 321.836044
r, a, r, 1048576, 1, 0, 297.246726
r, a, s, 1048576, 15, 0, 320.687766
r, a, r, 1048576, 15, 0, 293.549264
r, a, s, 1048576, 15, 0, 308.473602
r, a, r, 1048576, 15, 0, 294.052469
r, a, s, 1048576, 31, 0, 318.656564
r, a, r, 1048576, 31, 0, 296.327400
r, a, s, 1048576, 31, 0, 313.271917
r, a, r, 1048576, 31, 0, 290.174649
r, a, s, 1048576, 62, 0, 329.802476
r, a, r, 1048576, 62, 0, 294.682160
r, a, s, 1048576, 62, 0, 313.929448
r, a, r, 1048576, 62, 0, 296.328818
r, a, s, 10485760, 1, 0, 321.580871
r, a, r, 10485760, 1, 0, 305.753809
r, a, s, 10485760, 1, 0, 306.823184
r, a, r, 10485760, 1, 0, 304.176732
r, a, s, 10485760, 15, 0, 303.684009
r, a, r, 10485760, 15, 0, 302.114878
r, a, s, 10485760, 15, 0, 305.486368
r, a, r, 10485760, 15, 0, 301.104306
r, a, s, 10485760, 31, 0, 297.540787
r, a, r, 10485760, 31, 0, 300.916703
r, a, s, 10485760, 31, 0, 303.960934
r, a, r, 10485760, 31, 0, 297.613327
r, a, s, 10485760, 62, 0, 296.774122
r, a, r, 10485760, 62, 0, 296.695331
r, a, s, 10485760, 62, 0, 295.547325
r, a, r, 10485760, 62, 0, 301.173103
r, a, s, 1048576, 1, 1, 378.537340
r, a, r, 1048576, 1, 1, 298.889150
r, a, s, 1048576, 1, 1, 384.357955
r, a, r, 1048576, 1, 1, 298.735698
r, a, s, 1048576, 15, 1, 465.768619
r, a, r, 1048576, 15, 1, 294.825859
r, a, s, 1048576, 15, 1, 466.342119
r, a, r, 1048576, 15, 1, 296.321692
r, a, s, 1048576, 31, 1, 458.624038
r, a, r, 1048576, 31, 1, 291.632714
r, a, s, 1048576, 31, 1, 456.965247
r, a, r, 1048576, 31, 1, 296.259109
r, a, s, 1048576, 62, 1, 461.307909
r, a, r, 1048576, 62, 1, 290.642262
r, a, s, 1048576, 62, 1, 461.740857
r, a, r, 1048576, 62, 1, 294.183273
r, a, s, 10485760, 1, 1, 452.104043
r, a, r, 10485760, 1, 1, 304.507853
r, a, s, 10485760, 1, 1, 453.259219
r, a, r, 10485760, 1, 1, 304.046941
r, a, s, 10485760, 15, 1, 449.355604
r, a, r, 10485760, 15, 1, 316.800149
r, a, s, 10485760, 15, 1, 471.414127
r, a, r, 10485760, 15, 1, 316.890140
r, a, s, 10485760, 31, 1, 472.310813
r, a, r, 10485760, 31, 1, 313.682749
r, a, s, 10485760, 31, 1, 471.629918
r, a, r, 10485760, 31, 1, 316.586813
r, a, s, 10485760, 62, 1, 466.316943
r, a, r, 10485760, 62, 1, 311.291458
r, a, s, 10485760, 62, 1, 474.997604
r, a, r, 10485760, 62, 1, 309.230819
