1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.09037 s, 502 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.11839 s, 336 MB/s
2015-08-29 02:55:03.971334
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.87633 s, 365 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.19589 s, 328 MB/s
2015-08-29 02:55:11.249661
w, s, s, 1048576, 1, 0, 366.715086
w, s, r, 1048576, 1, 0, 339.894652
r, s, s, 1048576, 1, 0, 312.287509
r, s, r, 1048576, 1, 0, 291.072952
w, s, s, 1048576, 1, 0, 331.328222
w, s, r, 1048576, 1, 0, 352.098858
r, s, s, 1048576, 1, 0, 285.289060
r, s, r, 1048576, 1, 0, 280.833326
w, s, s, 10485760, 1, 0, 329.289876
w, s, r, 10485760, 1, 0, 332.774677
r, s, s, 10485760, 1, 0, 284.192032
r, s, r, 10485760, 1, 0, 280.574371
w, s, s, 10485760, 1, 0, 324.638982
w, s, r, 10485760, 1, 0, 330.082653
r, s, s, 10485760, 1, 0, 293.936971
r, s, r, 10485760, 1, 0, 282.199019
w, s, s, 1048576, 1, 1, 331.085288
w, s, r, 1048576, 1, 1, 338.912961
r, s, s, 1048576, 1, 1, 334.332287
r, s, r, 1048576, 1, 1, 336.790623
w, s, s, 1048576, 1, 1, 360.070567
w, s, r, 1048576, 1, 1, 361.196478
r, s, s, 1048576, 1, 1, 333.533800
r, s, r, 1048576, 1, 1, 330.349429
w, s, s, 10485760, 1, 1, 374.449478
w, s, r, 10485760, 1, 1, 377.465398
r, s, s, 10485760, 1, 1, 400.768266
r, s, r, 10485760, 1, 1, 399.695582
w, s, s, 10485760, 1, 1, 372.873075
w, s, r, 10485760, 1, 1, 374.501687
r, s, s, 10485760, 1, 1, 412.205054
r, s, r, 10485760, 1, 1, 417.817395
r, a, s, 1048576, 1, 0, 304.162910
r, a, r, 1048576, 1, 0, 294.632593
r, a, s, 1048576, 1, 0, 301.161331
r, a, r, 1048576, 1, 0, 294.719696
r, a, s, 1048576, 15, 0, 305.709882
r, a, r, 1048576, 15, 0, 291.567583
r, a, s, 1048576, 15, 0, 311.313993
r, a, r, 1048576, 15, 0, 292.764550
r, a, s, 1048576, 31, 0, 306.951092
r, a, r, 1048576, 31, 0, 290.046628
r, a, s, 1048576, 31, 0, 305.331822
r, a, r, 1048576, 31, 0, 291.701660
r, a, s, 1048576, 62, 0, 307.980784
r, a, r, 1048576, 62, 0, 291.593084
r, a, s, 1048576, 62, 0, 311.628385
r, a, r, 1048576, 62, 0, 292.520741
r, a, s, 10485760, 1, 0, 314.289359
r, a, r, 10485760, 1, 0, 304.944165
r, a, s, 10485760, 1, 0, 309.509037
r, a, r, 10485760, 1, 0, 301.395370
r, a, s, 10485760, 15, 0, 307.964957
r, a, r, 10485760, 15, 0, 301.092505
r, a, s, 10485760, 15, 0, 308.429905
r, a, r, 10485760, 15, 0, 300.873427
r, a, s, 10485760, 31, 0, 309.627075
r, a, r, 10485760, 31, 0, 298.987293
r, a, s, 10485760, 31, 0, 304.669022
r, a, r, 10485760, 31, 0, 298.434144
r, a, s, 10485760, 62, 0, 297.318205
r, a, r, 10485760, 62, 0, 295.777838
r, a, s, 10485760, 62, 0, 296.248140
r, a, r, 10485760, 62, 0, 294.992718
r, a, s, 1048576, 1, 1, 376.487387
r, a, r, 1048576, 1, 1, 294.912591
r, a, s, 1048576, 1, 1, 375.527213
r, a, r, 1048576, 1, 1, 294.113775
r, a, s, 1048576, 15, 1, 443.354596
r, a, r, 1048576, 15, 1, 290.399095
r, a, s, 1048576, 15, 1, 442.987807
r, a, r, 1048576, 15, 1, 289.640893
r, a, s, 1048576, 31, 1, 421.293400
r, a, r, 1048576, 31, 1, 290.553133
r, a, s, 1048576, 31, 1, 411.686960
r, a, r, 1048576, 31, 1, 291.935436
r, a, s, 1048576, 62, 1, 417.255527
r, a, r, 1048576, 62, 1, 289.309430
r, a, s, 1048576, 62, 1, 419.716416
r, a, r, 1048576, 62, 1, 289.768862
r, a, s, 10485760, 1, 1, 428.734470
r, a, r, 10485760, 1, 1, 297.292832
r, a, s, 10485760, 1, 1, 429.772106
r, a, r, 10485760, 1, 1, 298.028954
r, a, s, 10485760, 15, 1, 422.743371
r, a, r, 10485760, 15, 1, 297.324635
r, a, s, 10485760, 15, 1, 419.390089
r, a, r, 10485760, 15, 1, 297.862952
r, a, s, 10485760, 31, 1, 422.489496
r, a, r, 10485760, 31, 1, 294.197157
r, a, s, 10485760, 31, 1, 424.646496
r, a, r, 10485760, 31, 1, 294.410948
r, a, s, 10485760, 62, 1, 426.377621
r, a, r, 10485760, 62, 1, 291.024396
r, a, s, 10485760, 62, 1, 427.200521
r, a, r, 10485760, 62, 1, 293.534668
