1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.08506 s, 503 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 3.11321 s, 337 MB/s
2015-08-29 02:55:03.971370
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.094 s, 339 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.20391 s, 327 MB/s
2015-08-29 02:55:11.249694
w, s, s, 1048576, 1, 0, 368.130240
w, s, r, 1048576, 1, 0, 334.696033
r, s, s, 1048576, 1, 0, 282.827871
r, s, r, 1048576, 1, 0, 267.454872
w, s, s, 1048576, 1, 0, 330.933828
w, s, r, 1048576, 1, 0, 352.947998
r, s, s, 1048576, 1, 0, 289.496321
r, s, r, 1048576, 1, 0, 270.539855
w, s, s, 10485760, 1, 0, 332.382392
w, s, r, 10485760, 1, 0, 335.238273
r, s, s, 10485760, 1, 0, 297.040156
r, s, r, 10485760, 1, 0, 287.342991
w, s, s, 10485760, 1, 0, 341.023714
w, s, r, 10485760, 1, 0, 332.206253
r, s, s, 10485760, 1, 0, 298.189087
r, s, r, 10485760, 1, 0, 287.124185
w, s, s, 1048576, 1, 1, 317.042975
w, s, r, 1048576, 1, 1, 318.515989
r, s, s, 1048576, 1, 1, 319.354763
r, s, r, 1048576, 1, 1, 324.172581
w, s, s, 1048576, 1, 1, 342.234467
w, s, r, 1048576, 1, 1, 340.980999
r, s, s, 1048576, 1, 1, 313.936146
r, s, r, 1048576, 1, 1, 314.520388
w, s, s, 10485760, 1, 1, 373.931790
w, s, r, 10485760, 1, 1, 369.431799
r, s, s, 10485760, 1, 1, 393.388050
r, s, r, 10485760, 1, 1, 395.823663
w, s, s, 10485760, 1, 1, 369.691954
w, s, r, 10485760, 1, 1, 368.481955
r, s, s, 10485760, 1, 1, 394.670268
r, s, r, 10485760, 1, 1, 398.413085
r, a, s, 1048576, 1, 0, 283.485561
r, a, r, 1048576, 1, 0, 269.795923
r, a, s, 1048576, 1, 0, 282.091024
r, a, r, 1048576, 1, 0, 271.551675
r, a, s, 1048576, 15, 0, 291.070404
r, a, r, 1048576, 15, 0, 267.598590
r, a, s, 1048576, 15, 0, 288.945697
r, a, r, 1048576, 15, 0, 267.766413
r, a, s, 1048576, 31, 0, 290.176725
r, a, r, 1048576, 31, 0, 266.411804
r, a, s, 1048576, 31, 0, 289.750512
r, a, r, 1048576, 31, 0, 267.076145
r, a, s, 1048576, 62, 0, 290.349828
r, a, r, 1048576, 62, 0, 267.309210
r, a, s, 1048576, 62, 0, 293.089885
r, a, r, 1048576, 62, 0, 265.246821
r, a, s, 10485760, 1, 0, 289.614525
r, a, r, 10485760, 1, 0, 285.280921
r, a, s, 10485760, 1, 0, 287.715888
r, a, r, 10485760, 1, 0, 280.725052
r, a, s, 10485760, 15, 0, 287.005211
r, a, r, 10485760, 15, 0, 280.513198
r, a, s, 10485760, 15, 0, 287.254168
r, a, r, 10485760, 15, 0, 279.611804
r, a, s, 10485760, 31, 0, 287.206359
r, a, r, 10485760, 31, 0, 280.989657
r, a, s, 10485760, 31, 0, 284.907667
r, a, r, 10485760, 31, 0, 275.611635
r, a, s, 10485760, 62, 0, 276.168582
r, a, r, 10485760, 62, 0, 273.341316
r, a, s, 10485760, 62, 0, 280.470741
r, a, r, 10485760, 62, 0, 272.470773
r, a, s, 1048576, 1, 1, 354.470321
r, a, r, 1048576, 1, 1, 267.916480
r, a, s, 1048576, 1, 1, 352.639891
r, a, r, 1048576, 1, 1, 292.986168
r, a, s, 1048576, 15, 1, 463.795064
r, a, r, 1048576, 15, 1, 303.009570
r, a, s, 1048576, 15, 1, 464.390921
r, a, r, 1048576, 15, 1, 301.900366
r, a, s, 1048576, 31, 1, 444.804998
r, a, r, 1048576, 31, 1, 303.050454
r, a, s, 1048576, 31, 1, 433.098773
r, a, r, 1048576, 31, 1, 301.994626
r, a, s, 1048576, 62, 1, 441.714715
r, a, r, 1048576, 62, 1, 302.691144
r, a, s, 1048576, 62, 1, 440.567531
r, a, r, 1048576, 62, 1, 303.190354
r, a, s, 10485760, 1, 1, 452.526029
r, a, r, 10485760, 1, 1, 323.521329
r, a, s, 10485760, 1, 1, 452.288195
r, a, r, 10485760, 1, 1, 321.409868
r, a, s, 10485760, 15, 1, 444.030781
r, a, r, 10485760, 15, 1, 324.921687
r, a, s, 10485760, 15, 1, 442.830489
r, a, r, 10485760, 15, 1, 320.098535
r, a, s, 10485760, 31, 1, 447.131779
r, a, r, 10485760, 31, 1, 316.008827
r, a, s, 10485760, 31, 1, 447.852807
r, a, r, 10485760, 31, 1, 319.372807
r, a, s, 10485760, 62, 1, 450.231844
r, a, r, 10485760, 62, 1, 311.792812
r, a, s, 10485760, 62, 1, 451.887874
r, a, r, 10485760, 62, 1, 311.308030
