25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.208485 s, 503 MB/s
25600+0 records in
25600+0 records out
104857600 bytes (105 MB) copied, 0.301111 s, 348 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.254813 s, 412 MB/s
100+0 records in
100+0 records out
104857600 bytes (105 MB) copied, 0.290706 s, 361 MB/s
w, s, s, 4096, 1, 0, 360.624386
w, s, r, 4096, 1, 0, 352.270374
r, s, s, 4096, 1, 0, 318.942308
r, s, r, 4096, 1, 0, 29.840897
w, s, s, 4096, 1, 0, 346.668469
w, s, r, 4096, 1, 0, 355.528157
r, s, s, 4096, 1, 0, 346.592600
r, s, r, 4096, 1, 0, 29.645213
w, s, s, 1048576, 1, 0, 356.477770
w, s, r, 1048576, 1, 0, 366.068406
r, s, s, 1048576, 1, 0, 343.795001
r, s, r, 1048576, 1, 0, 253.236120
w, s, s, 1048576, 1, 0, 355.105731
w, s, r, 1048576, 1, 0, 373.823310
r, s, s, 1048576, 1, 0, 337.750852
r, s, r, 1048576, 1, 0, 241.805654
w, s, s, 4096, 1, 1, 47.145648
w, s, r, 4096, 1, 1, 50.355929
r, s, s, 4096, 1, 1, 49.283731
r, s, r, 4096, 1, 1, 19.096129
w, s, s, 4096, 1, 1, 49.526634
w, s, r, 4096, 1, 1, 50.503105
r, s, s, 4096, 1, 1, 49.585861
r, s, r, 4096, 1, 1, 19.263264
w, s, s, 1048576, 1, 1, 358.148888
w, s, r, 1048576, 1, 1, 353.541660
r, s, s, 1048576, 1, 1, 330.921376
r, s, r, 1048576, 1, 1, 329.862715
w, s, s, 1048576, 1, 1, 352.883451
w, s, r, 1048576, 1, 1, 356.168659
r, s, s, 1048576, 1, 1, 331.383257
r, s, r, 1048576, 1, 1, 330.886621
r, a, s, 4096, 1, 0, 333.829312
r, a, r, 4096, 1, 0, 29.363571
r, a, s, 4096, 1, 0, 350.546571
r, a, r, 4096, 1, 0, 29.518153
r, a, s, 4096, 15, 0, 338.592701
r, a, r, 4096, 15, 0, 30.021781
r, a, s, 4096, 15, 0, 402.000959
r, a, r, 4096, 15, 0, 35.203042
r, a, s, 4096, 31, 0, 437.212533
r, a, r, 4096, 31, 0, 35.067141
r, a, s, 4096, 31, 0, 394.228870
r, a, r, 4096, 31, 0, 35.011922
r, a, s, 4096, 62, 0, 436.308782
r, a, r, 4096, 62, 0, 35.552751
r, a, s, 4096, 62, 0, 432.643701
r, a, r, 4096, 62, 0, 35.054719
r, a, s, 1048576, 1, 0, 414.638560
r, a, r, 1048576, 1, 0, 303.647971
r, a, s, 1048576, 1, 0, 431.878799
r, a, r, 1048576, 1, 0, 294.952169
r, a, s, 1048576, 15, 0, 431.308269
r, a, r, 1048576, 15, 0, 279.566288
r, a, s, 1048576, 15, 0, 437.744625
r, a, r, 1048576, 15, 0, 279.380996
r, a, s, 1048576, 31, 0, 434.443178
r, a, r, 1048576, 31, 0, 279.961819
r, a, s, 1048576, 31, 0, 421.770050
r, a, r, 1048576, 31, 0, 280.195065
r, a, s, 1048576, 62, 0, 436.809411
r, a, r, 1048576, 62, 0, 282.073899
r, a, s, 1048576, 62, 0, 434.294458
r, a, r, 1048576, 62, 0, 277.762713
r, a, s, 4096, 1, 1, 60.615282
r, a, r, 4096, 1, 1, 34.782776
r, a, s, 4096, 1, 1, 63.187148
r, a, r, 4096, 1, 1, 34.740257
r, a, s, 4096, 15, 1, 202.344182
r, a, r, 4096, 15, 1, 35.086142
r, a, s, 4096, 15, 1, 186.515653
r, a, r, 4096, 15, 1, 35.132741
r, a, s, 4096, 31, 1, 229.001756
r, a, r, 4096, 31, 1, 35.565780
r, a, s, 4096, 31, 1, 232.494600
r, a, r, 4096, 31, 1, 34.970870
r, a, s, 4096, 62, 1, 325.582220
r, a, r, 4096, 62, 1, 35.462645
r, a, s, 4096, 62, 1, 326.838296
r, a, r, 4096, 62, 1, 35.230872
r, a, s, 1048576, 1, 1, 381.095740
r, a, r, 1048576, 1, 1, 285.551424
r, a, s, 1048576, 1, 1, 381.422671
r, a, r, 1048576, 1, 1, 289.668284
r, a, s, 1048576, 15, 1, 477.220740
r, a, r, 1048576, 15, 1, 279.677240
r, a, s, 1048576, 15, 1, 479.268190
r, a, r, 1048576, 15, 1, 280.663231
r, a, s, 1048576, 31, 1, 479.095663
r, a, r, 1048576, 31, 1, 279.286091
r, a, s, 1048576, 31, 1, 478.640734
r, a, r, 1048576, 31, 1, 277.795587
r, a, s, 1048576, 62, 1, 477.245666
r, a, r, 1048576, 62, 1, 278.065021
r, a, s, 1048576, 62, 1, 478.579588
r, a, r, 1048576, 62, 1, 290.114518
