1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.06318 s, 508 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.80218 s, 374 MB/s
2015-08-31 10:18:03.053030
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.76994 s, 379 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.84653 s, 368 MB/s
2015-08-31 10:18:09.953166
w, s, s, 1048576, 1, 0, 395.626820
w, s, r, 1048576, 1, 0, 398.947135
r, s, s, 1048576, 1, 0, 410.312131
r, s, r, 1048576, 1, 0, 322.657791
w, s, s, 1048576, 1, 0, 388.684049
w, s, r, 1048576, 1, 0, 376.601096
r, s, s, 1048576, 1, 0, 359.419102
r, s, r, 1048576, 1, 0, 318.305248
w, s, s, 10485760, 1, 0, 382.193531
w, s, r, 10485760, 1, 0, 395.056247
r, s, s, 10485760, 1, 0, 323.915533
r, s, r, 10485760, 1, 0, 327.036250
w, s, s, 10485760, 1, 0, 382.721019
w, s, r, 10485760, 1, 0, 392.395473
r, s, s, 10485760, 1, 0, 383.002389
r, s, r, 10485760, 1, 0, 332.031179
w, s, s, 1048576, 1, 1, 409.782410
w, s, r, 1048576, 1, 1, 416.927352
r, s, s, 1048576, 1, 1, 387.670895
r, s, r, 1048576, 1, 1, 386.808625
w, s, s, 1048576, 1, 1, 423.038180
w, s, r, 1048576, 1, 1, 422.327181
r, s, s, 1048576, 1, 1, 390.981472
r, s, r, 1048576, 1, 1, 384.025501
w, s, s, 10485760, 1, 1, 444.305267
w, s, r, 10485760, 1, 1, 448.981094
r, s, s, 10485760, 1, 1, 447.918585
r, s, r, 10485760, 1, 1, 460.696785
w, s, s, 10485760, 1, 1, 440.898525
w, s, r, 10485760, 1, 1, 449.351053
r, s, s, 10485760, 1, 1, 450.314651
r, s, r, 10485760, 1, 1, 460.574432
r, a, s, 1048576, 1, 0, 352.930661
r, a, r, 1048576, 1, 0, 313.472452
r, a, s, 1048576, 1, 0, 379.264709
r, a, r, 1048576, 1, 0, 318.061033
r, a, s, 1048576, 15, 0, 382.030715
r, a, r, 1048576, 15, 0, 309.689686
r, a, s, 1048576, 15, 0, 351.646784
r, a, r, 1048576, 15, 0, 310.741106
r, a, s, 1048576, 31, 0, 404.330834
r, a, r, 1048576, 31, 0, 309.451979
r, a, s, 1048576, 31, 0, 415.160845
r, a, r, 1048576, 31, 0, 309.799556
r, a, s, 1048576, 62, 0, 425.832092
r, a, r, 1048576, 62, 0, 310.009460
r, a, s, 1048576, 62, 0, 369.552799
r, a, r, 1048576, 62, 0, 310.038237
r, a, s, 10485760, 1, 0, 380.037703
r, a, r, 10485760, 1, 0, 324.580889
r, a, s, 10485760, 1, 0, 395.616339
r, a, r, 10485760, 1, 0, 326.149570
r, a, s, 10485760, 15, 0, 391.969055
r, a, r, 10485760, 15, 0, 323.020680
r, a, s, 10485760, 15, 0, 361.237551
r, a, r, 10485760, 15, 0, 324.959351
r, a, s, 10485760, 31, 0, 358.260895
r, a, r, 10485760, 31, 0, 322.436885
r, a, s, 10485760, 31, 0, 359.363539
r, a, r, 10485760, 31, 0, 321.317747
r, a, s, 10485760, 62, 0, 346.286609
r, a, r, 10485760, 62, 0, 317.016374
r, a, s, 10485760, 62, 0, 317.662256
r, a, r, 10485760, 62, 0, 315.902167
r, a, s, 1048576, 1, 1, 390.748044
r, a, r, 1048576, 1, 1, 317.895324
r, a, s, 1048576, 1, 1, 393.517170
r, a, r, 1048576, 1, 1, 314.993275
r, a, s, 1048576, 15, 1, 474.002397
r, a, r, 1048576, 15, 1, 308.833926
r, a, s, 1048576, 15, 1, 469.503525
r, a, r, 1048576, 15, 1, 309.822935
r, a, s, 1048576, 31, 1, 470.198477
r, a, r, 1048576, 31, 1, 307.026366
r, a, s, 1048576, 31, 1, 471.473680
r, a, r, 1048576, 31, 1, 308.317951
r, a, s, 1048576, 62, 1, 472.338062
r, a, r, 1048576, 62, 1, 309.691315
r, a, s, 1048576, 62, 1, 470.004388
r, a, r, 1048576, 62, 1, 307.827160
r, a, s, 10485760, 1, 1, 464.206002
r, a, r, 10485760, 1, 1, 325.661654
r, a, s, 10485760, 1, 1, 463.069232
r, a, r, 10485760, 1, 1, 325.285413
r, a, s, 10485760, 15, 1, 472.729596
r, a, r, 10485760, 15, 1, 324.341819
r, a, s, 10485760, 15, 1, 472.080632
r, a, r, 10485760, 15, 1, 326.605887
r, a, s, 10485760, 31, 1, 472.350302
r, a, r, 10485760, 31, 1, 318.901960
r, a, s, 10485760, 31, 1, 473.129256
r, a, r, 10485760, 31, 1, 318.117599
r, a, s, 10485760, 62, 1, 474.968078
r, a, r, 10485760, 62, 1, 313.829938
r, a, s, 10485760, 62, 1, 470.836522
r, a, r, 10485760, 62, 1, 315.633031
