1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.07334 s, 506 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.90015 s, 362 MB/s
2015-08-31 16:52:37.864703
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.50171 s, 419 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.95447 s, 355 MB/s
2015-08-31 16:52:44.891234
w, s, s, 1048576, 1, 0, 390.227995
w, s, r, 1048576, 1, 0, 386.928187
r, s, s, 1048576, 1, 0, 296.011864
r, s, r, 1048576, 1, 0, 285.076649
w, s, s, 1048576, 1, 0, 380.758526
w, s, r, 1048576, 1, 0, 390.823222
r, s, s, 1048576, 1, 0, 291.988306
r, s, r, 1048576, 1, 0, 286.613331
w, s, s, 10485760, 1, 0, 371.857417
w, s, r, 10485760, 1, 0, 385.226412
r, s, s, 10485760, 1, 0, 290.249644
r, s, r, 10485760, 1, 0, 280.887577
w, s, s, 10485760, 1, 0, 373.410582
w, s, r, 10485760, 1, 0, 382.017081
r, s, s, 10485760, 1, 0, 294.389802
r, s, r, 10485760, 1, 0, 282.520783
w, s, s, 1048576, 1, 1, 368.177280
w, s, r, 1048576, 1, 1, 375.314463
r, s, s, 1048576, 1, 1, 347.837723
r, s, r, 1048576, 1, 1, 344.253150
w, s, s, 1048576, 1, 1, 380.246707
w, s, r, 1048576, 1, 1, 376.827757
r, s, s, 1048576, 1, 1, 341.262293
r, s, r, 1048576, 1, 1, 344.295780
w, s, s, 10485760, 1, 1, 412.652206
w, s, r, 10485760, 1, 1, 407.706150
r, s, s, 10485760, 1, 1, 411.433360
r, s, r, 10485760, 1, 1, 415.882001
w, s, s, 10485760, 1, 1, 395.974835
w, s, r, 10485760, 1, 1, 406.129953
r, s, s, 10485760, 1, 1, 421.824941
r, s, r, 10485760, 1, 1, 414.040931
r, a, s, 1048576, 1, 0, 302.975174
r, a, r, 1048576, 1, 0, 293.704504
r, a, s, 1048576, 1, 0, 302.875066
r, a, r, 1048576, 1, 0, 290.185070
r, a, s, 1048576, 15, 0, 307.053683
r, a, r, 1048576, 15, 0, 280.356065
r, a, s, 1048576, 15, 0, 311.582871
r, a, r, 1048576, 15, 0, 282.857912
r, a, s, 1048576, 31, 0, 311.081145
r, a, r, 1048576, 31, 0, 283.906990
r, a, s, 1048576, 31, 0, 315.837797
r, a, r, 1048576, 31, 0, 275.030781
r, a, s, 1048576, 62, 0, 313.574821
r, a, r, 1048576, 62, 0, 282.293735
r, a, s, 1048576, 62, 0, 306.896670
r, a, r, 1048576, 62, 0, 284.719531
r, a, s, 10485760, 1, 0, 307.614336
r, a, r, 10485760, 1, 0, 292.969676
r, a, s, 10485760, 1, 0, 307.173777
r, a, r, 10485760, 1, 0, 297.270032
r, a, s, 10485760, 15, 0, 304.473748
r, a, r, 10485760, 15, 0, 296.178892
r, a, s, 10485760, 15, 0, 303.050690
r, a, r, 10485760, 15, 0, 294.860828
r, a, s, 10485760, 31, 0, 293.174904
r, a, r, 10485760, 31, 0, 288.381026
r, a, s, 10485760, 31, 0, 305.868413
r, a, r, 10485760, 31, 0, 290.633016
r, a, s, 10485760, 62, 0, 291.304658
r, a, r, 10485760, 62, 0, 284.012265
r, a, s, 10485760, 62, 0, 293.091205
r, a, r, 10485760, 62, 0, 286.434458
r, a, s, 1048576, 1, 1, 350.451549
r, a, r, 1048576, 1, 1, 289.351791
r, a, s, 1048576, 1, 1, 348.220146
r, a, r, 1048576, 1, 1, 289.142926
r, a, s, 1048576, 15, 1, 449.404365
r, a, r, 1048576, 15, 1, 282.268107
r, a, s, 1048576, 15, 1, 456.146598
r, a, r, 1048576, 15, 1, 282.754552
r, a, s, 1048576, 31, 1, 472.449400
r, a, r, 1048576, 31, 1, 321.555965
r, a, s, 1048576, 31, 1, 472.622150
r, a, r, 1048576, 31, 1, 320.954585
r, a, s, 1048576, 62, 1, 471.009575
r, a, r, 1048576, 62, 1, 322.529458
r, a, s, 1048576, 62, 1, 472.305978
r, a, r, 1048576, 62, 1, 323.522916
r, a, s, 10485760, 1, 1, 460.657848
r, a, r, 10485760, 1, 1, 350.245033
r, a, s, 10485760, 1, 1, 457.395088
r, a, r, 10485760, 1, 1, 334.848973
r, a, s, 10485760, 15, 1, 457.972290
r, a, r, 10485760, 15, 1, 316.108878
r, a, s, 10485760, 15, 1, 471.409233
r, a, r, 10485760, 15, 1, 338.586703
r, a, s, 10485760, 31, 1, 472.311277
r, a, r, 10485760, 31, 1, 339.440786
r, a, s, 10485760, 31, 1, 472.496782
r, a, r, 10485760, 31, 1, 334.616943
r, a, s, 10485760, 62, 1, 472.185939
r, a, r, 10485760, 62, 1, 329.033507
r, a, s, 10485760, 62, 1, 472.202532
r, a, r, 10485760, 62, 1, 328.416261
