1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.07104 s, 506 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.91154 s, 360 MB/s
2015-08-31 16:52:37.864758
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.5762 s, 407 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.94143 s, 356 MB/s
2015-08-31 16:52:44.891269
w, s, s, 1048576, 1, 0, 334.727745
w, s, r, 1048576, 1, 0, 390.038412
r, s, s, 1048576, 1, 0, 301.016020
r, s, r, 1048576, 1, 0, 283.950805
w, s, s, 1048576, 1, 0, 382.489621
w, s, r, 1048576, 1, 0, 392.771844
r, s, s, 1048576, 1, 0, 294.895830
r, s, r, 1048576, 1, 0, 289.892771
w, s, s, 10485760, 1, 0, 373.498081
w, s, r, 10485760, 1, 0, 382.044039
r, s, s, 10485760, 1, 0, 289.336144
r, s, r, 10485760, 1, 0, 284.762009
w, s, s, 10485760, 1, 0, 368.895407
w, s, r, 10485760, 1, 0, 373.611738
r, s, s, 10485760, 1, 0, 275.151861
r, s, r, 10485760, 1, 0, 271.636304
w, s, s, 1048576, 1, 1, 363.229472
w, s, r, 1048576, 1, 1, 374.598626
r, s, s, 1048576, 1, 1, 337.931209
r, s, r, 1048576, 1, 1, 335.292862
w, s, s, 1048576, 1, 1, 378.272244
w, s, r, 1048576, 1, 1, 370.978052
r, s, s, 1048576, 1, 1, 335.514898
r, s, r, 1048576, 1, 1, 324.667021
w, s, s, 10485760, 1, 1, 403.403113
w, s, r, 10485760, 1, 1, 399.774618
r, s, s, 10485760, 1, 1, 402.445873
r, s, r, 10485760, 1, 1, 405.164622
w, s, s, 10485760, 1, 1, 402.256094
w, s, r, 10485760, 1, 1, 411.527053
r, s, s, 10485760, 1, 1, 415.558799
r, s, r, 10485760, 1, 1, 421.536162
r, a, s, 1048576, 1, 0, 294.346953
r, a, r, 1048576, 1, 0, 280.619675
r, a, s, 1048576, 1, 0, 292.632989
r, a, r, 1048576, 1, 0, 283.424925
r, a, s, 1048576, 15, 0, 296.352983
r, a, r, 1048576, 15, 0, 275.463590
r, a, s, 1048576, 15, 0, 299.817402
r, a, r, 1048576, 15, 0, 278.789232
r, a, s, 1048576, 31, 0, 299.005606
r, a, r, 1048576, 31, 0, 279.549002
r, a, s, 1048576, 31, 0, 296.744424
r, a, r, 1048576, 31, 0, 270.435950
r, a, s, 1048576, 62, 0, 293.618275
r, a, r, 1048576, 62, 0, 277.331141
r, a, s, 1048576, 62, 0, 299.739671
r, a, r, 1048576, 62, 0, 277.655723
r, a, s, 10485760, 1, 0, 296.811547
r, a, r, 10485760, 1, 0, 289.803473
r, a, s, 10485760, 1, 0, 303.163630
r, a, r, 10485760, 1, 0, 288.091095
r, a, s, 10485760, 15, 0, 300.729105
r, a, r, 10485760, 15, 0, 284.795708
r, a, s, 10485760, 15, 0, 292.420587
r, a, r, 10485760, 15, 0, 284.351202
r, a, s, 10485760, 31, 0, 297.519973
r, a, r, 10485760, 31, 0, 286.620524
r, a, s, 10485760, 31, 0, 291.821780
r, a, r, 10485760, 31, 0, 283.557811
r, a, s, 10485760, 62, 0, 284.758203
r, a, r, 10485760, 62, 0, 277.007338
r, a, s, 10485760, 62, 0, 281.979209
r, a, r, 10485760, 62, 0, 280.884706
r, a, s, 1048576, 1, 1, 346.301302
r, a, r, 1048576, 1, 1, 281.857145
r, a, s, 1048576, 1, 1, 341.270078
r, a, r, 1048576, 1, 1, 281.999001
r, a, s, 1048576, 15, 1, 448.272343
r, a, r, 1048576, 15, 1, 273.033020
r, a, s, 1048576, 15, 1, 453.287211
r, a, r, 1048576, 15, 1, 286.479198
r, a, s, 1048576, 31, 1, 471.597555
r, a, r, 1048576, 31, 1, 313.379446
r, a, s, 1048576, 31, 1, 470.904249
r, a, r, 1048576, 31, 1, 312.162719
r, a, s, 1048576, 62, 1, 470.387440
r, a, r, 1048576, 62, 1, 314.872647
r, a, s, 1048576, 62, 1, 471.941471
r, a, r, 1048576, 62, 1, 309.683490
r, a, s, 10485760, 1, 1, 460.743007
r, a, r, 10485760, 1, 1, 339.022056
r, a, s, 10485760, 1, 1, 459.498653
r, a, r, 10485760, 1, 1, 337.903015
r, a, s, 10485760, 15, 1, 472.397947
r, a, r, 10485760, 15, 1, 328.477885
r, a, s, 10485760, 15, 1, 469.285691
r, a, r, 10485760, 15, 1, 330.854357
r, a, s, 10485760, 31, 1, 468.394769
r, a, r, 10485760, 31, 1, 329.606649
r, a, s, 10485760, 31, 1, 471.412224
r, a, r, 10485760, 31, 1, 325.707465
r, a, s, 10485760, 62, 1, 470.567849
r, a, r, 10485760, 62, 1, 318.322275
r, a, s, 10485760, 62, 1, 470.990615
r, a, r, 10485760, 62, 1, 319.044849
