1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.04432 s, 513 MB/s
1000+0 records in
1000+0 records out
1048576000 bytes (1.0 GB) copied, 2.80961 s, 373 MB/s
2015-12-19 07:00:32.722858
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 3.12503 s, 336 MB/s
100+0 records in
100+0 records out
1048576000 bytes (1.0 GB) copied, 2.82568 s, 371 MB/s
2015-12-19 07:00:39.614703
w, s, s, 1048576, 1, 0, 381.478986
w, s, r, 1048576, 1, 0, 390.284945
r, s, s, 1048576, 1, 0, 338.243070
r, s, r, 1048576, 1, 0, 332.062618
w, s, s, 1048576, 1, 0, 380.026747
w, s, r, 1048576, 1, 0, 386.920273
r, s, s, 1048576, 1, 0, 315.216435
r, s, r, 1048576, 1, 0, 304.242886
w, s, s, 10485760, 1, 0, 379.636599
w, s, r, 10485760, 1, 0, 383.930554
r, s, s, 10485760, 1, 0, 362.540312
r, s, r, 10485760, 1, 0, 332.422223
w, s, s, 10485760, 1, 0, 376.913995
w, s, r, 10485760, 1, 0, 374.059339
r, s, s, 10485760, 1, 0, 363.025947
r, s, r, 10485760, 1, 0, 326.388009
w, s, s, 1048576, 1, 1, 405.287636
w, s, r, 1048576, 1, 1, 423.470771
r, s, s, 1048576, 1, 1, 390.527302
r, s, r, 1048576, 1, 1, 390.518181
w, s, s, 1048576, 1, 1, 414.309130
w, s, r, 1048576, 1, 1, 407.883740
r, s, s, 1048576, 1, 1, 386.058270
r, s, r, 1048576, 1, 1, 383.923184
w, s, s, 10485760, 1, 1, 433.060565
w, s, r, 10485760, 1, 1, 436.907729
r, s, s, 10485760, 1, 1, 452.764632
r, s, r, 10485760, 1, 1, 453.870410
w, s, s, 10485760, 1, 1, 425.396878
w, s, r, 10485760, 1, 1, 439.427267
r, s, s, 10485760, 1, 1, 457.894692
r, s, r, 10485760, 1, 1, 455.250030
r, a, s, 1048576, 1, 0, 352.312541
r, a, r, 1048576, 1, 0, 316.924088
r, a, s, 1048576, 1, 0, 429.885036
r, a, r, 1048576, 1, 0, 309.163174
r, a, s, 1048576, 15, 0, 432.026869
r, a, r, 1048576, 15, 0, 308.600546
r, a, s, 1048576, 15, 0, 425.738718
r, a, r, 1048576, 15, 0, 308.153184
r, a, s, 1048576, 31, 0, 389.618419
r, a, r, 1048576, 31, 0, 311.660052
r, a, s, 1048576, 31, 0, 406.165127
r, a, r, 1048576, 31, 0, 306.032471
r, a, s, 1048576, 62, 0, 387.099930
r, a, r, 1048576, 62, 0, 319.958124
r, a, s, 1048576, 62, 0, 414.798755
r, a, r, 1048576, 62, 0, 319.771673
r, a, s, 10485760, 1, 0, 384.211758
r, a, r, 10485760, 1, 0, 345.341753
r, a, s, 10485760, 1, 0, 419.341410
r, a, r, 10485760, 1, 0, 360.691802
r, a, s, 10485760, 15, 0, 365.778059
r, a, r, 10485760, 15, 0, 339.837191
r, a, s, 10485760, 15, 0, 360.641106
r, a, r, 10485760, 15, 0, 333.623485
r, a, s, 10485760, 31, 0, 354.748322
r, a, r, 10485760, 31, 0, 331.464067
r, a, s, 10485760, 31, 0, 366.646850
r, a, r, 10485760, 31, 0, 331.581999
r, a, s, 10485760, 62, 0, 331.603143
r, a, r, 10485760, 62, 0, 326.038650
r, a, s, 10485760, 62, 0, 332.394200
r, a, r, 10485760, 62, 0, 321.268321
r, a, s, 1048576, 1, 1, 395.489771
r, a, r, 1048576, 1, 1, 328.687070
r, a, s, 1048576, 1, 1, 395.621740
r, a, r, 1048576, 1, 1, 328.433320
r, a, s, 1048576, 15, 1, 473.119323
r, a, r, 1048576, 15, 1, 322.133184
r, a, s, 1048576, 15, 1, 474.257477
r, a, r, 1048576, 15, 1, 320.431545
r, a, s, 1048576, 31, 1, 474.007558
r, a, r, 1048576, 31, 1, 314.197880
r, a, s, 1048576, 31, 1, 473.993870
r, a, r, 1048576, 31, 1, 318.974395
r, a, s, 1048576, 62, 1, 473.490884
r, a, r, 1048576, 62, 1, 318.637481
r, a, s, 1048576, 62, 1, 475.974189
r, a, r, 1048576, 62, 1, 319.170979
r, a, s, 10485760, 1, 1, 464.682321
r, a, r, 10485760, 1, 1, 355.348013
r, a, s, 10485760, 1, 1, 463.703622
r, a, r, 10485760, 1, 1, 388.820715
r, a, s, 10485760, 15, 1, 474.675234
r, a, r, 10485760, 15, 1, 332.921267
r, a, s, 10485760, 15, 1, 475.175011
r, a, r, 10485760, 15, 1, 333.250400
r, a, s, 10485760, 31, 1, 474.228991
r, a, r, 10485760, 31, 1, 331.106075
r, a, s, 10485760, 31, 1, 477.238243
r, a, r, 10485760, 31, 1, 332.451001
r, a, s, 10485760, 62, 1, 474.950519
r, a, r, 10485760, 62, 1, 325.789614
r, a, s, 10485760, 62, 1, 476.032479
r, a, r, 10485760, 62, 1, 326.951954
